label,pkv,down_mean,down_std,service,split,minfill_mean,minfill_std,totQ,fill_q10,fill_q25,fill_med,n_starved
Lyapunov (ours)@17500,0.0,1.2587719298245614,0.0,0.28289082171283353,863.2,0.0,0.0,1671.40328,0.019647785407395903,0.07369564467751372,0.19496830953103694,8
Greedy-Q@17500,0.0,5.4546783625731,0.0,0.7246119218425924,2823.2,0.0,0.0,4921.980830000002,0.08084919056103244,0.19030607300465407,0.5272831628779981,4
Greedy-E@17500,0.0,1.678362573099415,0.0,0.7532978988318133,0.0,0.0,0.0,3058.7150100000003,0.0,0.022903924133907176,0.2610438816426019,13
Random@17500,0.0,5.328801169590643,0.19228058837022313,0.7320559155926134,2658.1,0.0,0.0,3584.1236700000018,0.04138868340603311,0.12750010054436764,0.40202520297474864,6
Static@17500,0.0,2.9371345029239766,0.0,0.7530750924615781,0.0,0.0,0.0,3775.5734,0.0,0.08886492038443541,0.3143994227584351,8
