label,pkv,down_mean,down_std,service,split,minfill_mean,minfill_std,totQ,fill_q10,fill_q25,fill_med,n_starved
Proposed(V=1),0.0,1.590643274853801,0.0,0.2645207510073839,819.8,0.0,0.0,1550.8003800000001,0.018542090902050758,0.0723520845895238,0.18315926801894375,8
Proposed(V=10),0.0,1.590643274853801,0.0,0.26581786006803465,801.5,0.0,0.0,1580.1607599999998,0.01826859043066382,0.07070045822376861,0.1831340899654568,8
Proposed(V=100),0.0,1.590643274853801,0.0,0.2790997342173031,684.3,0.0,0.0,1814.22867,0.016157448825185453,0.06223717278028257,0.17795861808121188,9
Greedy-Q,0.0,6.24327485380117,0.18223108026724974,0.7266510463380502,2784.2,0.0,0.0,4929.928860000002,0.08005492681944225,0.18828091524477436,0.5292568624830629,4
Greedy-E,0.0,2.3859649122807016,0.0,0.7538967848302114,0.0,0.0,0.0,3075.7417400000004,0.0,0.023174594842041,0.26320390686035167,13
Random,0.0,5.92514619883041,0.3303218846072685,0.7321547517672539,2637.9,0.0,0.0,3571.1166700000017,0.04213606815972818,0.12833627012235363,0.3978254419363553,6
Static,0.0,3.181286549707602,0.0,0.7531144467595825,0.0,0.0,0.0,3776.8772200000008,0.0,0.08882405869369746,0.31399985565886795,8
