label,pkv,down_mean,down_std,service,split,minfill_mean,minfill_std,totQ,fill_q10,fill_q25,fill_med,n_starved
Lyapunov (ours)@14000,0.0,6.052631578947368,0.0,0.2519349291083148,749.2,0.0,0.0,1503.9943799999999,0.017155820236652457,0.06486211944571688,0.1750972919132988,8
Greedy-Q@14000,0.0,8.742690058479532,0.0,0.7125072530597331,2722.2,0.0,0.0,4813.965070000003,0.07937813300226129,0.18783332833153868,0.5239586170672907,4
Greedy-E@14000,0.0,7.2295321637426895,0.4814471994961347,0.7442637297470499,0.0,0.0,0.0,3030.4279400000005,0.0,0.02303093007648243,0.2572821287595756,13
Random@14000,0.0,8.742690058479532,0.0,0.7209879207329719,2541.6,0.0,0.0,3516.2718300000006,0.04079419137907991,0.12364213507291048,0.40019511683968023,6
Static@14000,0.0,8.070175438596491,0.0,0.7396175104945529,0.0,0.0,0.0,3706.62693,0.0,0.0872136794000115,0.30810174877322066,8
