t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
1,oracle,5736,0.82,Optimal,-53364.9984,-53362.7284,0.0,20736
63,oracle,5736,0.81,Optimal,-53054.102,-53052.1648,0.0,20736
121,oracle,5736,0.78,Optimal,-53367.7041,-53365.0491,0.0,20736
180,oracle,5736,0.8,Optimal,-53525.5067,-53522.5516,0.0001,20736
243,oracle,5736,0.75,Optimal,-53058.9132,-53056.6785,0.0,20736
304,oracle,5736,0.78,Optimal,-52904.5235,-52902.8996,0.0,20736
361,oracle,5736,0.76,Optimal,-53372.5226,-53371.6155,0.0,20736
420,oracle,5736,0.77,Optimal,-53530.4304,-53529.145,0.0,20736
480,oracle,5736,0.79,Optimal,-53531.8373,-53531.2034,0.0,20736
541,oracle,5736,0.79,Optimal,-53378.0429,-53377.2982,0.0,20736
605,oracle,5736,0.77,Optimal,-52756.958,-52756.1309,0.0,20736
671,oracle,5736,0.76,Optimal,-51826.2785,-51823.9416,0.0,20736
720,oracle,5736,0.77,Optimal,-53539.5648,-53538.3658,0.0,20736
780,oracle,5736,0.78,Optimal,-53542.6746,-53540.3971,0.0,20736
843,oracle,5736,0.77,Optimal,-53076.6847,-53075.1017,0.0,20736
902,oracle,5736,0.78,Optimal,-53234.5897,-53233.1562,0.0,20736
961,oracle,5736,0.92,Optimal,-53392.1931,-53390.9834,0.0,20736
1021,oracle,5736,0.74,Optimal,-53394.3009,-53392.6407,0.0,20736
1083,oracle,5736,0.78,Optimal,-53083.7073,-53082.7151,0.0,20736
1143,oracle,5736,0.75,Optimal,-53085.6215,-53084.2516,0.0,20736
1203,oracle,5736,0.69,Optimal,-179762.0359,-179760.8211,0.0,20736
1260,oracle,5736,0.69,Optimal,-177111.2444,-177110.0266,0.0,20736
1320,oracle,5736,0.71,Optimal,-173993.1566,-173992.0492,0.0,20736
1380,oracle,5736,0.72,Optimal,-170875.0651,-170873.7007,0.0,20736
1441,oracle,5736,0.68,Optimal,-290228.2821,-290226.3527,0.0,20736
1501,oracle,5736,0.69,Optimal,-275581.6462,-275580.6408,0.0,20736
1560,oracle,5736,0.71,Optimal,-261180.3094,-261179.4997,0.0,20736
1621,oracle,5736,0.73,Optimal,-246291.9742,-246290.6826,0.0,20736
1681,oracle,5736,0.69,Optimal,-358493.9374,-358492.6343,0.0,20736
1740,oracle,5736,0.69,Optimal,-345055.4327,-345053.7941,0.0,20736
1801,oracle,5736,0.72,Optimal,-331375.8482,-331374.5849,0.0,20736
1860,oracle,5736,0.7,Optimal,-317940.5652,-317939.6593,0.0,20736
1922,oracle,5736,0.68,Optimal,-431239.2335,-431238.0378,0.0,20736
1980,oracle,5736,0.67,Optimal,-418757.7189,-418755.8177,0.0,20736
2043,oracle,5736,0.67,Optimal,-406278.7309,-406277.4123,0.0,20736
2101,oracle,5736,0.67,Optimal,-393802.7529,-393800.9462,0.0,20736
2160,oracle,5736,0.66,Optimal,-381326.0761,-381324.2883,0.0,20736
2220,oracle,5736,0.69,Optimal,-368849.4969,-368848.051,0.0,20736
2285,oracle,5736,0.67,Optimal,-356371.6088,-356369.7284,0.0,20736
2340,oracle,5736,0.66,Optimal,-343895.5375,-343894.4974,0.0,20736
2402,oracle,5736,0.66,Optimal,-331417.6514,-331416.5236,0.0,20736
2464,oracle,5736,0.66,Optimal,-318940.6674,-318938.5649,0.0,20736
2520,oracle,5736,0.65,Optimal,-306465.0006,-306463.8287,0.0,20736
