t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
1,realtime,5736,0.79,Optimal,-53364.9984,-53362.7284,0.0,20736
63,realtime,5736,0.77,Optimal,-53054.5054,-53052.2225,0.0,20736
121,realtime,5736,0.78,Optimal,-53367.704,-53365.3483,0.0,20736
180,realtime,5736,0.79,Optimal,-53524.807,-53523.1036,0.0,20736
242,realtime,5736,0.76,Optimal,-53215.3177,-53213.062,0.0,20736
301,realtime,5736,0.75,Optimal,-53371.8202,-53370.3662,0.0,20736
360,realtime,5736,0.77,Optimal,-53529.7254,-53528.1885,0.0,20736
422,realtime,5736,0.77,Optimal,-53221.5389,-53218.7921,0.0001,20736
480,realtime,5736,0.75,Optimal,-53533.6409,-53531.8973,0.0,20736
540,realtime,5736,0.74,Optimal,-53534.646,-53533.8179,0.0,20736
601,realtime,5736,0.76,Optimal,-53380.7551,-53379.9377,0.0,20736
660,realtime,5736,0.75,Optimal,-53539.0593,-53538.0343,0.0,20736
725,realtime,5736,0.79,Optimal,-52763.1761,-52761.2694,0.0,20736
781,realtime,5736,0.83,Optimal,-53387.9767,-53385.7107,0.0,20736
840,realtime,5736,0.78,Optimal,-53544.7798,-53543.5355,0.0,20736
900,realtime,5736,0.75,Optimal,-53546.1861,-53545.1926,0.0,20736
961,realtime,5736,0.76,Optimal,-53392.6945,-53391.5424,0.0,20736
1020,realtime,5736,0.76,Optimal,-53550.599,-53548.8307,0.0,20736
1080,realtime,5736,0.81,Optimal,-53552.005,-53550.7478,0.0,20736
1144,realtime,5736,0.75,Optimal,-52931.9209,-52929.7672,0.0,20736
1208,realtime,5736,0.72,Optimal,-178983.3357,-178982.4533,0.0,20736
1264,realtime,5736,0.72,Optimal,-176488.7411,-176487.4408,0.0,20736
1321,realtime,5736,0.72,Optimal,-173837.3488,-173836.3314,0.0,20736
1381,realtime,5736,0.73,Optimal,-170720.5604,-170718.0558,0.0,20736
1440,realtime,5736,0.7,Optimal,-290471.2736,-290470.0852,0.0,20736
1503,realtime,5736,0.69,Optimal,-275092.8341,-275091.5734,0.0,20736
1560,realtime,5736,0.69,Optimal,-261179.5982,-261178.6649,0.0,20736
1626,realtime,5736,0.72,Optimal,-245070.3622,-245068.665,0.0,20736
1680,realtime,5736,0.67,Optimal,-358615.7333,-358614.2443,0.0,20736
1741,realtime,5736,0.68,Optimal,-344932.5266,-344931.122,0.0,20736
1801,realtime,5736,0.7,Optimal,-331374.7402,-331373.643,0.0,20736
1863,realtime,5736,0.68,Optimal,-317573.056,-317572.081,0.0,20736
1920,realtime,5736,0.67,Optimal,-431239.5318,-431238.3651,0.0,20736
1980,realtime,5736,0.68,Optimal,-418757.8145,-418755.5383,0.0,20736
2041,realtime,5736,0.68,Optimal,-406280.1353,-406278.7152,0.0,20736
2100,realtime,5736,0.72,Optimal,-393803.8522,-393801.0756,0.0,20736
2160,realtime,5736,0.69,Optimal,-381325.6729,-381324.044,0.0,20736
2224,realtime,5736,0.67,Optimal,-368847.0805,-368845.5061,0.0,20736
2281,realtime,5736,0.66,Optimal,-356369.8012,-356368.6369,0.0,20736
2341,realtime,5736,0.66,Optimal,-343893.123,-343891.928,0.0,20736
2400,realtime,5736,0.66,Optimal,-331416.5462,-331415.4944,0.0,20736
2465,realtime,5736,0.66,Optimal,-318936.6475,-318936.0349,0.0,20736
2522,realtime,5736,0.67,Optimal,-306460.9729,-306459.9163,0.0,20736
2582,realtime,5736,0.66,Optimal,-293983.6943,-293982.7378,0.0,20736
2644,realtime,5736,0.67,Optimal,-281506.7135,-281505.5741,0.0,20736
2700,realtime,5736,0.68,Optimal,-269031.847,-269030.3699,0.0,20736
2760,realtime,5736,0.67,Optimal,-256554.8641,-256553.2646,0.0,20736
2822,realtime,5736,0.67,Optimal,-244076.6778,-244075.0968,0.0,20736
2880,realtime,5736,0.68,Optimal,-231600.2003,-231599.2513,0.0,20736
2941,realtime,5736,0.64,Optimal,-219123.1177,-219121.8813,0.0,20736
3004,realtime,5736,0.66,Optimal,-206645.7389,-206644.5351,0.0,20736
3060,realtime,5736,0.64,Optimal,-194169.3634,-194168.3683,0.0,20736
3126,realtime,5736,0.64,Optimal,-181691.5767,-181690.437,0.0,20736
3182,realtime,5736,0.63,Optimal,-169216.4071,-169215.5228,0.0,20736
3241,realtime,5736,0.65,Optimal,-156740.6344,-156739.0431,0.0,20736
3300,realtime,5736,0.65,Optimal,-144263.4536,-144261.5933,0.0,20736
3361,realtime,5736,0.65,Optimal,-131786.8704,-131784.6897,0.0,20736
3420,realtime,5736,0.63,Optimal,-119311.6952,-119308.6198,0.0,20736
3481,realtime,5736,0.63,Optimal,-106831.7063,-106830.7114,0.0,20736
3545,realtime,5736,0.64,Optimal,-94353.4201,-94352.3203,0.0,20736
3600,realtime,5736,0.62,Optimal,-81878.1519,-81877.4529,0.0,20736
3660,realtime,5736,0.61,Optimal,-70678.3523,-70677.5974,0.0,20736
3721,realtime,5736,0.61,Optimal,-61313.5221,-61311.4556,0.0,20736
3780,realtime,5736,0.63,Optimal,-51951.7132,-51949.7369,0.0,20736
3841,realtime,5736,0.63,Optimal,-42587.894,-42586.2415,0.0,20736
3903,realtime,5736,0.61,Optimal,-34498.7439,-34497.2549,0.0,20736
3961,realtime,5736,0.61,Optimal,-28249.4896,-28248.1972,0.0,20736
4021,realtime,5736,0.61,Optimal,-21999.532,-21998.4563,0.0,20736
4083,realtime,5736,0.65,Optimal,-15749.1695,-15747.7357,0.0001,20736
4143,realtime,5736,0.63,Optimal,-10969.7941,-10967.4566,0.0002,20736
4210,realtime,5736,0.67,Optimal,-7828.8798,-7828.2597,0.0001,20736
4261,realtime,5736,0.66,Optimal,-4696.5066,-4695.6333,0.0002,20736
4325,realtime,5736,0.68,Optimal,-1559.7031,-1558.4528,0.0008,20736
4382,realtime,5736,5.79,Optimal,226.3916,227.3247,0.0041,20736
4440,realtime,5736,0.68,Optimal,244.8013,245.8127,0.0041,20736
4500,realtime,5736,0.69,Optimal,263.8155,264.8786,0.004,20736
4563,realtime,5736,4.62,Optimal,283.429,284.287,0.003,20736
4621,realtime,5736,0.77,Optimal,301.2358,302.1781,0.0031,20736
4684,realtime,5736,0.81,Optimal,320.2499,321.2485,0.0031,20736
4740,realtime,5736,0.87,Optimal,337.4534,339.0578,0.0047,20736
4800,realtime,5736,0.84,Optimal,353.3481,354.5603,0.0034,20736
4860,realtime,5736,0.84,Optimal,362.7085,364.4264,0.0047,20736
4920,realtime,5736,0.94,Optimal,372.5632,374.1405,0.0042,20736
4981,realtime,5736,9.73,Optimal,381.8257,382.729,0.0024,20736
5040,realtime,5736,1.11,Optimal,381.6767,382.8805,0.0031,20736
5102,realtime,5736,1.04,Optimal,381.2409,382.5477,0.0034,20736
5160,realtime,5736,1.13,Optimal,382.3819,383.0889,0.0018,20736
5220,realtime,5736,1.15,Optimal,381.3221,381.9284,0.0016,20736
5280,realtime,5736,1.08,Optimal,380.6376,381.3428,0.0018,20736
5341,realtime,5736,1.11,Optimal,380.8399,380.848,0.0,20736
5402,realtime,5736,1.04,Optimal,380.8453,381.5525,0.0019,20736
5461,realtime,5736,1.21,Optimal,380.3524,380.3562,0.0,20736
5520,realtime,5736,3.25,Optimal,380.859,380.8597,0.0,20736
5580,realtime,5736,3.14,Optimal,381.0537,381.0552,0.0,20736
5640,realtime,5736,3.96,Optimal,380.348,380.7494,0.0011,20736
5700,realtime,5736,1.12,Optimal,379.9387,381.2435,0.0034,20736
5761,realtime,5736,1.18,Optimal,381.9309,381.9364,0.0,20736
5822,realtime,5736,11.43,Optimal,381.9293,381.9308,0.0,20736
5881,realtime,5736,1.12,Optimal,383.3044,383.308,0.0,20736
5940,realtime,5736,11.56,Optimal,383.0904,383.0923,0.0,20736
6000,realtime,5736,1.11,Optimal,381.9768,381.9807,0.0,20736
6060,realtime,5736,1.11,Optimal,380.1611,380.8684,0.0019,20736
6120,realtime,5736,1.12,Optimal,379.4464,380.1529,0.0019,20736
6180,realtime,5736,1.1,Optimal,379.3258,380.0289,0.0019,20736
6241,realtime,5736,1.09,Optimal,378.991,380.8947,0.005,20736
6303,realtime,5736,1.11,Optimal,378.7715,379.9768,0.0032,20736
6361,realtime,5736,1.11,Optimal,379.242,381.047,0.0047,20736
6423,realtime,5736,1.0,Optimal,380.1993,381.6026,0.0037,20736
6481,realtime,5736,0.94,Optimal,380.539,382.1445,0.0042,20736
6541,realtime,5736,0.94,Optimal,380.3088,381.6643,0.0036,20736
6600,realtime,5736,0.93,Optimal,377.7945,379.3433,0.0041,20736
6662,realtime,5736,0.94,Optimal,375.0801,376.7493,0.0044,20736
6720,realtime,5736,0.93,Optimal,373.3666,374.637,0.0034,20736
6781,realtime,5736,0.93,Optimal,369.9484,371.5059,0.0042,20736
6840,realtime,5736,3.96,Optimal,367.8334,368.292,0.0012,20736
6902,realtime,5736,0.91,Optimal,364.1142,365.2106,0.003,20736
6961,realtime,5736,0.85,Optimal,-116752.8631,-116751.5493,0.0,20736
7020,realtime,5736,0.82,Optimal,-113757.3742,-113755.7715,0.0,20736
7082,realtime,5736,0.81,Optimal,-110397.5979,-110395.6969,0.0,20736
7142,realtime,5736,0.82,Optimal,-107283.0233,-107278.647,0.0,20736
7200,realtime,5736,0.75,Optimal,-221531.2446,-221527.2083,0.0,20736
7260,realtime,5736,0.75,Optimal,-215292.761,-215290.5624,0.0,20736
7323,realtime,5736,0.76,Optimal,-208323.377,-208321.6225,0.0,20736
7382,realtime,5736,0.81,Optimal,-202331.0967,-202328.4953,0.0,20736
7440,realtime,5736,0.69,Optimal,-313388.1111,-313386.8528,0.0,20736
7500,realtime,5736,0.7,Optimal,-304032.0323,-304029.9532,0.0,20736
7561,realtime,5736,0.7,Optimal,-294308.2474,-294307.1509,0.0,20736
7620,realtime,5736,0.71,Optimal,-285316.9629,-285315.3195,0.0,20736
7681,realtime,5736,0.67,Optimal,-392286.7218,-392284.6925,0.0,20736
7742,realtime,5736,0.69,Optimal,-379313.4794,-379311.5973,0.0,20736
7800,realtime,5736,0.7,Optimal,-367803.0352,-367802.0743,0.0,20736
7860,realtime,5736,0.71,Optimal,-355321.4858,-355320.7837,0.0,20736
7921,realtime,5736,0.79,Optimal,-342360.1142,-342358.4083,0.0,20736
7980,realtime,5736,0.72,Optimal,-330372.0155,-330370.9128,0.0,20736
8040,realtime,5736,0.74,Optimal,-317894.5321,-317894.5275,0.0,20736
8100,realtime,5736,0.73,Optimal,-305418.844,-305418.3412,0.0,20736
8160,realtime,5736,0.77,Optimal,-292943.4627,-292943.3599,0.0,20736
8221,realtime,5736,0.74,Optimal,-279980.3891,-279979.7855,0.0,20736
8281,realtime,5736,0.71,Optimal,-267504.4119,-267503.7077,0.0,20736
8342,realtime,5736,0.71,Optimal,-254539.0352,-254539.0327,0.0,20736
8400,realtime,5736,0.71,Optimal,-243038.0476,-243038.0461,0.0,20736
8460,realtime,5736,0.72,Optimal,-230562.3725,-230562.1697,0.0,20736
8520,realtime,5736,0.69,Optimal,-218087.2871,-218087.2862,0.0,20736
8580,realtime,5736,0.71,Optimal,-205611.2103,-205611.2075,0.0,20736
8640,realtime,5736,0.72,Optimal,-193135.0353,-193135.0313,0.0,20736
8700,realtime,5736,0.71,Optimal,-180659.2567,-180659.2553,0.0,20736
8760,realtime,5736,0.67,Optimal,-168183.4782,-168183.4774,0.0,20736
8821,realtime,5736,0.69,Optimal,-155220.2054,-155220.2039,0.0,20736
8883,realtime,5736,0.69,Optimal,-141767.9369,-141767.933,0.0,20736
8942,realtime,5736,0.69,Optimal,-129782.1596,-129780.7552,0.0,20736
9000,realtime,5736,0.7,Optimal,-118280.9787,-118280.9771,0.0,20736
9062,realtime,5736,0.7,Optimal,-104828.3108,-104828.307,0.0,20736
9120,realtime,5736,0.66,Optimal,-93328.033,-93328.0296,0.0,20736
9181,realtime,5736,0.67,Optimal,-80364.863,-80364.8583,0.0,20736
9240,realtime,5736,0.64,Optimal,-69713.5707,-69713.4279,0.0,20736
9302,realtime,5736,0.67,Optimal,-59603.5159,-59601.3287,0.0,20736
9360,realtime,5736,0.69,Optimal,-50973.1986,-50971.0135,0.0,20736
9420,realtime,5736,0.66,Optimal,-41610.0831,-41608.9314,0.0,20736
9481,realtime,5736,0.68,Optimal,-33471.0393,-33468.4896,0.0001,20736
9545,realtime,5736,0.69,Optimal,-26245.8864,-26244.1584,0.0001,20736
9600,realtime,5736,0.71,Optimal,-21218.1381,-21216.2613,0.0001,20736
9661,realtime,5736,0.73,Optimal,-14725.5889,-14723.6345,0.0001,20736
9722,realtime,5736,0.73,Optimal,-10258.6142,-10256.9217,0.0002,20736
