t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
0,oracle,2070,0.16,Optimal,-520364.0,-520364.0,0.0,7452
60,oracle,2070,0.16,Optimal,-507888.2,-507888.2,0.0,7452
121,oracle,2070,0.17,Optimal,-495201.7,-495201.7,0.0,7452
180,oracle,2070,0.16,Optimal,-482932.4,-482932.4,0.0,7452
240,oracle,2070,0.17,Optimal,-470453.9,-470453.9,0.0,7452
301,oracle,2070,0.16,Optimal,-457767.7,-457767.7,0.0,7452
361,oracle,2070,0.17,Optimal,-445289.2,-445289.2,0.0,7452
421,oracle,2070,0.17,Optimal,-432811.0,-432811.0,0.0,7452
481,oracle,2070,0.17,Optimal,-420332.5,-420332.5,0.0,7452
540,oracle,2070,0.26,Optimal,-408062.3,-408062.3,0.0,7452
600,oracle,2070,0.16,Optimal,-395584.7,-395584.7,0.0,7452
660,oracle,2070,0.16,Optimal,-383106.2,-383106.2,0.0,7452
720,oracle,2070,0.16,Optimal,-370628.9,-370628.9,0.0,7452
782,oracle,2070,0.18,Optimal,-357735.0,-357735.0,0.0,7452
841,oracle,2070,0.17,Optimal,-345464.8,-345464.8,0.0,7452
901,oracle,2070,0.16,Optimal,-332986.9,-332986.9,0.0,7452
960,oracle,2070,0.16,Optimal,-320715.5,-320715.5,0.0,7452
1020,oracle,2070,0.17,Optimal,-308237.9,-308237.9,0.0,7452
1083,oracle,2070,0.16,Optimal,-295136.9,-295136.9,0.0,7452
1140,oracle,2070,0.22,Optimal,-283282.7,-283282.7,0.0,7452
1200,oracle,2070,0.22,Optimal,-270804.2,-270804.2,0.0,7452
1260,oracle,2070,0.16,Optimal,-258349.064,-258349.064,0.0,7452
1321,oracle,2070,0.16,Optimal,-245629.892,-245629.892,0.0,7452
1380,oracle,2070,0.16,Optimal,-233433.302,-233433.302,0.0,7452
1442,oracle,2070,0.2,Optimal,-216104.908,-216104.908,0.0,7452
1500,oracle,2070,0.18,Optimal,-191870.0094,-191870.0094,0.0,7452
1560,oracle,2070,0.16,Optimal,-166849.7651,-166849.7651,0.0,7452
1622,oracle,2070,0.17,Optimal,-140881.0967,-140881.0967,0.0,7452
1680,oracle,2070,0.17,Optimal,-117434.3519,-117434.1913,0.0,7452
1741,oracle,2070,0.18,Optimal,-101670.278,-101669.8807,0.0,7452
1801,oracle,2070,0.17,Optimal,-87974.1343,-87973.8633,0.0,7452
1860,oracle,2070,0.17,Optimal,-74890.7161,-74889.793,0.0,7452
1920,oracle,2070,0.21,Optimal,-64354.2775,-64353.9395,0.0,7452
1980,oracle,2070,0.19,Optimal,-54661.2454,-54660.4209,0.0,7452
2041,oracle,2070,0.19,Optimal,-48354.739,-48354.1719,0.0,7452
2100,oracle,2070,0.18,Optimal,-42224.6117,-42223.7182,0.0,7452
2161,oracle,2070,0.19,Optimal,-35816.2075,-35815.3909,0.0,7452
2221,oracle,2070,0.19,Optimal,-29503.3638,-29501.9133,0.0,7452
2280,oracle,2070,0.2,Optimal,-23404.4015,-23402.4156,0.0001,7452
2340,oracle,2070,0.2,Optimal,-17058.2903,-17054.6328,0.0002,7452
2403,oracle,2070,0.2,Optimal,-10760.6512,-10758.5284,0.0002,7452
2460,oracle,2070,0.21,Optimal,-7786.7188,-7785.3557,0.0002,7452
2521,oracle,2070,0.28,Optimal,-4647.1314,-4645.6897,0.0003,7452
2580,oracle,2070,0.27,Optimal,-1595.4986,-1594.0936,0.0009,7452
2643,oracle,2070,1.9,Optimal,87.4524,87.454,0.0,7452
2701,oracle,2070,2.16,Optimal,86.3868,86.3876,0.0,7452
2763,oracle,2070,0.8,Optimal,86.4922,86.4936,0.0,7452
2821,oracle,2070,0.29,Optimal,85.3889,85.3936,0.0001,7452
2881,oracle,2070,0.29,Optimal,85.1849,85.1936,0.0001,7452
2943,oracle,2070,0.28,Optimal,85.8874,85.8936,0.0001,7452
3002,oracle,2070,0.3,Optimal,86.0894,86.0936,0.0,7452
3061,oracle,2070,0.27,Optimal,85.3913,85.3936,0.0,7452
3120,oracle,2070,0.27,Optimal,84.6881,84.6936,0.0001,7452
3182,oracle,2070,0.27,Optimal,84.5862,84.5936,0.0001,7452
3242,oracle,2070,0.26,Optimal,84.7887,84.7936,0.0001,7452
3301,oracle,2070,0.28,Optimal,84.2895,84.2936,0.0,7452
3361,oracle,2070,0.39,Optimal,84.188,84.1936,0.0001,7452
3421,oracle,2070,0.31,Optimal,83.6889,83.6936,0.0001,7452
3480,oracle,2070,0.26,Optimal,85.4856,85.4936,0.0001,7452
3544,oracle,2070,0.26,Optimal,86.6871,86.6936,0.0001,7452
3601,oracle,2070,0.35,Optimal,85.1879,85.1936,0.0001,7452
3662,oracle,2070,0.37,Optimal,84.0831,84.0936,0.0001,7452
3722,oracle,2070,0.29,Optimal,84.6872,84.6936,0.0001,7452
3780,oracle,2070,0.39,Optimal,84.2905,84.2936,0.0,7452
3840,oracle,2070,0.26,Optimal,83.788,83.7936,0.0001,7452
3908,oracle,2070,0.28,Optimal,83.1889,83.1936,0.0001,7452
3961,oracle,2070,1.4,Optimal,82.9936,82.9936,0.0,7452
4020,oracle,2070,1.92,Optimal,83.1936,83.1936,0.0,7452
4082,oracle,2070,0.7,Optimal,83.6936,83.6936,0.0,7452
4140,oracle,2070,1.77,Optimal,84.2936,84.2936,0.0,7452
4200,oracle,2070,1.78,Optimal,84.1928,84.1936,0.0,7452
4261,oracle,2070,0.31,Optimal,83.3878,83.3936,0.0001,7452
4320,oracle,2070,0.28,Optimal,82.8878,82.8936,0.0001,7452
4380,oracle,2070,0.28,Optimal,83.2894,83.2936,0.0001,7452
4441,oracle,2070,0.27,Optimal,81.7894,81.7936,0.0001,7452
4504,oracle,2070,0.28,Optimal,81.4879,81.4936,0.0001,7452
4561,oracle,2070,0.28,Optimal,81.4907,81.4936,0.0,7452
4621,oracle,2070,0.29,Optimal,80.385,80.3936,0.0001,7452
4681,oracle,2070,0.28,Optimal,80.8879,80.8936,0.0001,7452
4740,oracle,2070,0.29,Optimal,79.4896,79.4936,0.0001,7452
4805,oracle,2070,0.3,Optimal,79.588,79.5936,0.0001,7452
4860,oracle,2070,0.31,Optimal,78.489,78.4936,0.0001,7452
4922,oracle,2070,0.28,Optimal,-126000.8836,-126000.1789,0.0,7452
4982,oracle,2070,0.26,Optimal,-122880.4108,-122879.9084,0.0,7452
5040,oracle,2070,0.28,Optimal,-119865.0401,-119864.4366,0.0,7452
5100,oracle,2070,0.24,Optimal,-116745.3873,-116744.5836,0.0,7452
5161,oracle,2070,0.23,Optimal,-239322.7488,-239321.7609,0.0,7452
5222,oracle,2070,0.23,Optimal,-232984.1773,-232982.6978,0.0,7452
5280,oracle,2070,0.23,Optimal,-226954.7983,-226954.2902,0.0,7452
5341,oracle,2070,0.22,Optimal,-220616.0299,-220615.2379,0.0,7452
5400,oracle,2070,0.2,Optimal,-340609.0688,-340608.5685,0.0,7452
5462,oracle,2070,0.21,Optimal,-330957.4509,-330957.0509,0.0,7452
5523,oracle,2070,0.2,Optimal,-321442.9811,-321442.4812,0.0,7452
5581,oracle,2070,0.2,Optimal,-312396.6065,-312396.2073,0.0,7452
5640,oracle,2070,0.18,Optimal,-429612.75,-429612.75,0.0,7452
5701,oracle,2070,0.19,Optimal,-416946.2,-416946.2,0.0,7452
5760,oracle,2070,0.19,Optimal,-404676.6,-404676.6,0.0,7452
5820,oracle,2070,0.22,Optimal,-392197.8,-392197.8,0.0,7452
5882,oracle,2070,0.26,Optimal,-379303.3,-379303.3,0.0,7452
5941,oracle,2070,0.22,Optimal,-367032.8,-367032.8,0.0,7452
6000,oracle,2070,0.19,Optimal,-354762.0,-354762.0,0.0,7452
6063,oracle,2070,0.19,Optimal,-341659.5,-341659.5,0.0,7452
6121,oracle,2070,0.22,Optimal,-329597.6,-329597.6,0.0,7452
6180,oracle,2070,0.2,Optimal,-317327.1,-317327.1,0.0,7452
6240,oracle,2070,0.19,Optimal,-304848.9,-304848.9,0.0,7452
6302,oracle,2070,0.21,Optimal,-291955.3,-291955.3,0.0,7452
6361,oracle,2070,0.19,Optimal,-279685.1,-279685.1,0.0,7452
6420,oracle,2070,0.18,Optimal,-267414.9,-267414.9,0.0,7452
6481,oracle,2070,0.19,Optimal,-254728.1,-254728.1,0.0,7452
6540,oracle,2070,0.18,Optimal,-242457.0,-242457.0,0.0,7452
6601,oracle,2070,0.18,Optimal,-229771.7,-229771.7,0.0,7452
6664,oracle,2070,0.19,Optimal,-216669.2,-216669.2,0.0,7452
6723,oracle,2070,0.18,Optimal,-204398.7,-204398.7,0.0,7452
6781,oracle,2070,0.18,Optimal,-192335.0,-192335.0,0.0,7452
6840,oracle,2070,0.19,Optimal,-180064.8,-180064.8,0.0,7452
6900,oracle,2070,0.18,Optimal,-167586.9,-167586.9,0.0,7452
6963,oracle,2070,0.18,Optimal,-154481.478,-154481.478,0.0,7452
7020,oracle,2070,0.18,Optimal,-142725.635,-142725.635,0.0,7452
7080,oracle,2070,0.18,Optimal,-130214.465,-130214.465,0.0,7452
7140,oracle,2070,0.18,Optimal,-117756.962,-117756.962,0.0,7452
7203,oracle,2070,0.18,Optimal,-104622.4833,-104622.4833,0.0,7452
7261,oracle,2070,0.18,Optimal,-92370.9805,-92370.9805,0.0,7452
7321,oracle,2070,0.17,Optimal,-79876.8139,-79876.8139,0.0,7452
7381,oracle,2070,0.19,Optimal,-69297.062,-69296.8853,0.0,7452
7444,oracle,2070,0.19,Optimal,-59432.2893,-59432.0812,0.0,7452
7501,oracle,2070,0.19,Optimal,-50648.7306,-50648.3755,0.0,7452
7560,oracle,2070,0.19,Optimal,-41537.8161,-41537.6269,0.0,7452
7620,oracle,2070,0.19,Optimal,-34255.8254,-34255.0284,0.0,7452
7680,oracle,2070,0.2,Optimal,-28055.9223,-28055.3126,0.0,7452
7741,oracle,2070,0.2,Optimal,-21610.0471,-21609.4152,0.0,7452
7800,oracle,2070,0.2,Optimal,-15519.8204,-15519.1413,0.0,7452
7861,oracle,2070,0.21,Optimal,-11094.4419,-11092.0226,0.0002,7452
7920,oracle,2070,0.22,Optimal,-7971.7854,-7969.3555,0.0003,7452
7980,oracle,2070,0.22,Optimal,-4934.0478,-4932.0702,0.0004,7452
8040,oracle,2070,0.23,Optimal,-1778.2598,-1776.3315,0.0011,7452
8104,oracle,2070,1.24,Optimal,26.4246,26.4274,0.0001,7452
8160,oracle,2070,33.67,Optimal,25.903,25.9037,0.0,7452
8220,oracle,2070,0.28,Optimal,25.8606,25.8641,0.0001,7452
8281,oracle,2070,2.23,Optimal,25.2922,25.2936,0.0001,7452
8340,oracle,2070,0.31,Optimal,25.784,25.7936,0.0004,7452
8403,oracle,2070,0.33,Optimal,25.4892,25.4936,0.0002,7452
8461,oracle,2070,0.32,Optimal,24.4856,24.4936,0.0003,7452
8520,oracle,2070,1.88,Optimal,23.0936,23.0936,0.0,7452
8581,oracle,2070,0.29,Optimal,22.3862,22.3936,0.0003,7452
8640,oracle,2070,0.27,Optimal,22.1875,22.1936,0.0003,7452
8700,oracle,2070,0.28,Optimal,21.2889,21.2936,0.0002,7452
8761,oracle,2070,0.28,Optimal,20.3881,20.3936,0.0003,7452
8820,oracle,2070,0.32,Optimal,20.3889,20.3936,0.0002,7452
8880,oracle,2070,0.32,Optimal,20.4889,20.4936,0.0002,7452
8940,oracle,2070,0.38,Optimal,19.986,19.9936,0.0004,7452
9000,oracle,2070,0.29,Optimal,19.4889,19.4936,0.0002,7452
9060,oracle,2070,0.39,Optimal,19.7876,19.7936,0.0003,7452
9120,oracle,2070,0.35,Optimal,20.3881,20.3936,0.0003,7452
9182,oracle,2070,0.39,Optimal,19.2858,19.2936,0.0004,7452
9242,oracle,2070,0.33,Optimal,19.9871,19.9936,0.0003,7452
9301,oracle,2070,0.39,Optimal,18.2882,18.2936,0.0003,7452
9362,oracle,2070,0.42,Optimal,19.6889,19.6936,0.0002,7452
9420,oracle,2070,0.41,Optimal,19.888,19.8936,0.0003,7452
9482,oracle,2070,0.4,Optimal,18.4883,18.4936,0.0003,7452
9540,oracle,2070,0.39,Optimal,17.6865,17.6936,0.0004,7452
9600,oracle,2070,0.35,Optimal,16.1889,16.1936,0.0003,7452
9660,oracle,2070,0.34,Optimal,16.7843,16.7936,0.0006,7452
9721,oracle,2070,0.28,Optimal,16.3875,16.3936,0.0004,7452
9780,oracle,2070,0.29,Optimal,15.9859,15.9936,0.0005,7452
9840,oracle,2070,0.31,Optimal,15.4853,15.4936,0.0005,7452
9900,oracle,2070,0.31,Optimal,15.2904,15.2936,0.0002,7452
9966,oracle,2070,0.3,Optimal,14.5864,14.5936,0.0005,7452
10021,oracle,2070,0.26,Optimal,15.1889,15.1936,0.0003,7452
10080,oracle,2070,0.3,Optimal,14.3854,14.3936,0.0006,7452
10141,oracle,2070,0.27,Optimal,13.9873,13.9936,0.0005,7452
10203,oracle,2070,0.3,Optimal,14.1865,14.1936,0.0005,7452
10260,oracle,2070,0.28,Optimal,12.489,12.4936,0.0004,7452
10321,oracle,2070,1.84,Optimal,12.3936,12.3936,0.0,7452
10384,oracle,2070,0.32,Optimal,12.1903,12.1936,0.0003,7452
10444,oracle,2070,0.33,Optimal,11.8879,11.8936,0.0005,7452
10501,oracle,2070,0.32,Optimal,10.4897,10.4936,0.0004,7452
10560,oracle,2070,0.33,Optimal,11.2885,11.2936,0.0005,7452
