W,tier,seed,down_pct,min_fill,splits,totQ,service,pkv,n_solves,solve_mean_s,solve_max_s,no_incumbent,run_wall_s
half,realtime,14,1.591,0.1659,1680,1958.1,0.2538,0,285,0.12,0.66,0,78.6
