t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
1,realtime,2070,0.17,Optimal,-520156.0,-520156.0,0.0,7452
61,realtime,2070,0.17,Optimal,-507679.0,-507679.0,0.0,7452
121,realtime,2070,0.17,Optimal,-495200.8,-495200.8,0.0,7452
181,realtime,2070,0.17,Optimal,-482721.7,-482721.7,0.0,7452
243,realtime,2070,0.17,Optimal,-469828.4,-469828.4,0.0,7452
301,realtime,2070,0.17,Optimal,-457766.5,-457766.5,0.0,7452
360,realtime,2070,0.17,Optimal,-445496.9,-445496.9,0.0,7452
420,realtime,2070,0.18,Optimal,-433018.4,-433018.4,0.0,7452
480,realtime,2070,0.17,Optimal,-420539.9,-420539.9,0.0,7452
540,realtime,2070,0.17,Optimal,-408063.2,-408063.2,0.0,7452
600,realtime,2070,0.17,Optimal,-395585.0,-395585.0,0.0,7452
660,realtime,2070,0.17,Optimal,-383106.5,-383106.5,0.0,7452
720,realtime,2070,0.17,Optimal,-370628.9,-370628.9,0.0,7452
780,realtime,2070,0.17,Optimal,-358150.1,-358150.1,0.0,7452
840,realtime,2070,0.18,Optimal,-345671.6,-345671.6,0.0,7452
901,realtime,2070,0.17,Optimal,-332986.9,-332986.9,0.0,7452
961,realtime,2070,0.17,Optimal,-320508.7,-320508.7,0.0,7452
1023,realtime,2070,0.18,Optimal,-307613.9,-307613.9,0.0,7452
1080,realtime,2070,0.17,Optimal,-295759.7,-295759.7,0.0,7452
1140,realtime,2070,0.17,Optimal,-283281.5,-283281.5,0.0,7452
1201,realtime,2070,0.17,Optimal,-270595.6,-270595.6,0.0,7452
1262,realtime,2070,0.17,Optimal,-258011.654,-258011.654,0.0,7452
1322,realtime,2070,0.17,Optimal,-245632.65,-245632.65,0.0,7452
1382,realtime,2070,0.17,Optimal,-233187.389,-233187.389,0.0,7452
1440,realtime,2070,0.17,Optimal,-217213.33,-217213.33,0.0,7452
1503,realtime,2070,0.17,Optimal,-190838.5991,-190838.5991,0.0,7452
1560,realtime,2070,0.18,Optimal,-167068.2363,-167068.2363,0.0,7452
1620,realtime,2070,0.17,Optimal,-141931.2815,-141931.2815,0.0,7452
1680,realtime,2070,0.19,Optimal,-117699.0106,-117698.6463,0.0,7452
1741,realtime,2070,0.2,Optimal,-102034.7685,-102034.4723,0.0,7452
1801,realtime,2070,0.19,Optimal,-88493.7558,-88493.5016,0.0,7452
1862,realtime,2070,0.19,Optimal,-74790.6972,-74790.0744,0.0,7452
1921,realtime,2070,0.19,Optimal,-64512.979,-64512.3977,0.0,7452
1980,realtime,2070,0.2,Optimal,-55188.7788,-55187.9785,0.0,7452
2040,realtime,2070,0.2,Optimal,-48945.2388,-48944.7875,0.0,7452
2102,realtime,2070,0.2,Optimal,-42343.0741,-42342.1159,0.0,7452
2166,realtime,2070,0.21,Optimal,-35689.4119,-35687.7617,0.0,7452
2220,realtime,2070,0.21,Optimal,-29997.4276,-29997.0341,0.0,7452
2280,realtime,2070,0.22,Optimal,-23735.7009,-23733.6201,0.0001,7452
2340,realtime,2070,0.22,Optimal,-17539.1217,-17536.2891,0.0002,7452
2403,realtime,2070,0.22,Optimal,-10958.6415,-10955.7556,0.0003,7452
2460,realtime,2070,0.23,Optimal,-7781.8301,-7780.2909,0.0002,7452
2529,realtime,2070,0.24,Optimal,-4234.9237,-4233.1256,0.0004,7452
2582,realtime,2070,0.27,Optimal,-1418.5719,-1415.1495,0.0024,7452
2640,realtime,2070,1.98,Optimal,87.3429,87.345,0.0,7452
2701,realtime,2070,0.29,Optimal,87.2719,87.2821,0.0001,7452
2763,realtime,2070,1.96,Optimal,87.192,87.1936,0.0,7452
2820,realtime,2070,2.06,Optimal,87.7936,87.7936,0.0,7452
2880,realtime,2070,2.15,Optimal,87.7929,87.7936,0.0,7452
2940,realtime,2070,0.31,Optimal,88.3869,88.3936,0.0001,7452
3001,realtime,2070,0.3,Optimal,88.1876,88.1936,0.0001,7452
3060,realtime,2070,0.28,Optimal,87.5859,87.5936,0.0001,7452
3120,realtime,2070,0.27,Optimal,86.5887,86.5936,0.0001,7452
3180,realtime,2070,0.28,Optimal,85.9865,85.9936,0.0001,7452
3241,realtime,2070,0.33,Optimal,85.6855,85.6936,0.0001,7452
3307,realtime,2070,0.3,Optimal,85.9879,85.9936,0.0001,7452
3360,realtime,2070,0.27,Optimal,85.6861,85.6936,0.0001,7452
3422,realtime,2070,0.27,Optimal,85.5886,85.5936,0.0001,7452
3481,realtime,2070,0.29,Optimal,85.7863,85.7936,0.0001,7452
3542,realtime,2070,0.28,Optimal,85.4859,85.4936,0.0001,7452
3603,realtime,2070,0.29,Optimal,85.1913,85.1936,0.0,7452
3661,realtime,2070,0.29,Optimal,85.0874,85.0936,0.0001,7452
3720,realtime,2070,0.27,Optimal,84.0851,84.0936,0.0001,7452
3783,realtime,2070,0.28,Optimal,83.9865,83.9936,0.0001,7452
3840,realtime,2070,0.79,Optimal,83.4936,83.4936,0.0,7452
3902,realtime,2070,0.91,Optimal,82.9936,82.9936,0.0,7452
3962,realtime,2070,0.31,Optimal,80.8852,80.8936,0.0001,7452
4024,realtime,2070,0.28,Optimal,80.5879,80.5936,0.0001,7452
4081,realtime,2070,1.14,Optimal,80.3928,80.3936,0.0,7452
4140,realtime,2070,0.3,Optimal,79.6858,79.6936,0.0001,7452
4203,realtime,2070,0.28,Optimal,81.289,81.2936,0.0001,7452
4261,realtime,2070,1.85,Optimal,79.7929,79.7936,0.0,7452
4320,realtime,2070,1.87,Optimal,79.0929,79.0936,0.0,7452
4380,realtime,2070,0.31,Optimal,78.8897,78.8936,0.0,7452
4442,realtime,2070,0.3,Optimal,80.2862,80.2936,0.0001,7452
4501,realtime,2070,1.99,Optimal,80.2922,80.2936,0.0,7452
4561,realtime,2070,0.29,Optimal,78.8869,78.8936,0.0001,7452
4620,realtime,2070,0.29,Optimal,77.5893,77.5936,0.0001,7452
4680,realtime,2070,0.31,Optimal,77.2895,77.2936,0.0001,7452
4742,realtime,2070,2.02,Optimal,77.2929,77.2936,0.0,7452
4801,realtime,2070,0.33,Optimal,76.6894,76.6936,0.0001,7452
4860,realtime,2070,0.32,Optimal,76.788,76.7936,0.0001,7452
4920,realtime,2070,0.28,Optimal,-126976.3611,-126975.8564,0.0,7452
4980,realtime,2070,0.26,Optimal,-123855.8916,-123855.1831,0.0,7452
5040,realtime,2070,0.25,Optimal,-120735.8181,-120735.3159,0.0,7452
5100,realtime,2070,0.25,Optimal,-117616.2669,-117615.5632,0.0,7452
5160,realtime,2070,0.21,Optimal,-240298.3339,-240297.0418,0.0,7452
5220,realtime,2070,0.22,Optimal,-234062.8612,-234061.1106,0.0,7452
5280,realtime,2070,0.22,Optimal,-227826.1852,-227825.6301,0.0,7452
5340,realtime,2070,0.21,Optimal,-221590.8151,-221590.118,0.0,7452
5400,realtime,2070,0.2,Optimal,-341334.5324,-341334.1319,0.0,7452
5463,realtime,2070,0.19,Optimal,-331567.1206,-331566.6205,0.0,7452
5521,realtime,2070,0.19,Optimal,-322519.8493,-322519.5493,0.0,7452
5580,realtime,2070,0.19,Optimal,-313316.9819,-313316.2827,0.0,7452
5641,realtime,2070,0.18,Optimal,-430643.942,-430643.942,0.0,7452
5700,realtime,2070,0.18,Optimal,-418430.042,-418430.042,0.0,7452
5761,realtime,2070,0.24,Optimal,-405742.342,-405742.342,0.0,7452
5820,realtime,2070,0.18,Optimal,-393472.142,-393472.142,0.0,7452
5880,realtime,2070,0.18,Optimal,-380995.142,-380995.142,0.0,7452
5942,realtime,2070,0.18,Optimal,-368100.342,-368100.342,0.0,7452
6003,realtime,2070,0.18,Optimal,-355414.742,-355414.742,0.0,7452
6061,realtime,2070,0.18,Optimal,-343352.242,-343352.242,0.0,7452
6121,realtime,2070,0.19,Optimal,-330874.042,-330874.042,0.0,7452
6181,realtime,2070,0.18,Optimal,-318396.142,-318396.142,0.0,7452
6240,realtime,2070,0.18,Optimal,-306126.142,-306126.142,0.0,7452
6301,realtime,2070,0.21,Optimal,-293441.742,-293441.742,0.0,7452
6360,realtime,2070,0.18,Optimal,-281170.342,-281170.342,0.0,7452
6421,realtime,2070,0.18,Optimal,-268484.142,-268484.142,0.0,7452
6481,realtime,2070,0.19,Optimal,-256006.042,-256006.042,0.0,7452
6540,realtime,2070,0.18,Optimal,-243734.642,-243734.642,0.0,7452
6607,realtime,2070,0.18,Optimal,-229801.342,-229801.342,0.0,7452
6660,realtime,2070,0.18,Optimal,-218779.142,-218779.142,0.0,7452
6720,realtime,2070,0.18,Optimal,-206301.242,-206301.242,0.0,7452
6781,realtime,2070,0.18,Optimal,-193615.042,-193615.042,0.0,7452
6840,realtime,2070,0.18,Optimal,-181345.142,-181345.142,0.0,7452
6900,realtime,2070,0.19,Optimal,-168866.642,-168866.642,0.0,7452
6960,realtime,2070,0.18,Optimal,-156401.855,-156401.855,0.0,7452
7022,realtime,2070,0.17,Optimal,-143525.672,-143525.672,0.0,7452
7080,realtime,2070,0.17,Optimal,-131517.684,-131517.684,0.0,7452
7141,realtime,2070,0.18,Optimal,-118705.381,-118705.381,0.0,7452
7200,realtime,2070,0.17,Optimal,-106458.765,-106458.765,0.0,7452
7260,realtime,2070,0.18,Optimal,-93995.372,-93995.372,0.0,7452
7320,realtime,2070,0.18,Optimal,-81470.2497,-81470.2497,0.0,7452
7380,realtime,2070,0.18,Optimal,-69900.6842,-69900.541,0.0,7452
7440,realtime,2070,0.19,Optimal,-60487.6972,-60487.5527,0.0,7452
7500,realtime,2070,0.19,Optimal,-51141.183,-51141.0036,0.0,7452
7560,realtime,2070,0.19,Optimal,-41647.6403,-41647.4357,0.0,7452
7620,realtime,2070,0.19,Optimal,-34594.7955,-34594.0714,0.0,7452
