t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
4,oracle,1035,0.1,Optimal,-54059.4032,-54058.8034,0.0,3780
60,oracle,1035,0.1,Optimal,-54060.6211,-54060.1206,0.0,3780
121,oracle,1035,0.1,Optimal,-54061.5353,-54061.2353,0.0,3780
181,oracle,1035,0.09,Optimal,-186676.4,-186676.4,0.0,3780
241,oracle,1035,0.09,Optimal,-183558.2,-183558.2,0.0,3780
303,oracle,1035,0.09,Optimal,-180335.4,-180335.4,0.0,3780
361,oracle,1035,0.09,Optimal,-177320.9,-177320.9,0.0,3780
421,oracle,1035,0.09,Optimal,-319591.0,-319591.0,0.0,3780
480,oracle,1035,0.09,Optimal,-313457.1,-313457.1,0.0,3780
540,oracle,1035,0.09,Optimal,-307218.6,-307218.6,0.0,3780
601,oracle,1035,0.09,Optimal,-300877.0,-300877.0,0.0,3780
660,oracle,1035,0.09,Optimal,-440009.1,-440009.1,0.0,3780
720,oracle,1035,0.09,Optimal,-430650.6,-430650.6,0.0,3780
780,oracle,1035,0.09,Optimal,-421292.1,-421292.1,0.0,3780
849,oracle,1035,0.09,Optimal,-410529.3,-410529.3,0.0,3780
904,oracle,1035,0.09,Optimal,-547078.5,-547078.5,0.0,3780
963,oracle,1035,0.09,Optimal,-534808.3,-534808.3,0.0,3780
1020,oracle,1035,0.09,Optimal,-522953.5,-522953.5,0.0,3780
1080,oracle,1035,0.09,Optimal,-510476.2,-510476.2,0.0,3780
1143,oracle,1035,0.09,Optimal,-497373.7,-497373.7,0.0,3780
1200,oracle,1035,0.09,Optimal,-485519.5,-485519.5,0.0,3780
1263,oracle,1035,0.1,Optimal,-472370.314,-472370.314,0.0,3780
1320,oracle,1035,0.09,Optimal,-460584.67,-460584.67,0.0,3780
1380,oracle,1035,0.09,Optimal,-448170.528,-448170.528,0.0,3780
1443,oracle,1035,0.09,Optimal,-430498.876,-430498.876,0.0,3780
1500,oracle,1035,0.09,Optimal,-406687.003,-406687.003,0.0,3780
1567,oracle,1035,0.09,Optimal,-378716.598,-378716.598,0.0,3780
1621,oracle,1035,0.09,Optimal,-356299.639,-356299.639,0.0,3780
1680,oracle,1035,0.09,Optimal,-331631.16,-331631.16,0.0,3780
1740,oracle,1035,0.09,Optimal,-313041.254,-313041.254,0.0,3780
1800,oracle,1035,0.09,Optimal,-296450.104,-296450.104,0.0,3780
1864,oracle,1035,0.09,Optimal,-278722.863,-278722.863,0.0,3780
1924,oracle,1035,0.09,Optimal,-261971.198,-261971.198,0.0,3780
1984,oracle,1035,0.09,Optimal,-246453.123,-246453.123,0.0,3780
2040,oracle,1035,0.09,Optimal,-234851.772,-234851.772,0.0,3780
2102,oracle,1035,0.09,Optimal,-221919.486,-221919.486,0.0,3780
2160,oracle,1035,0.09,Optimal,-209968.355,-209968.355,0.0,3780
2225,oracle,1035,0.09,Optimal,-196396.019,-196396.019,0.0,3780
2281,oracle,1035,0.09,Optimal,-184624.02,-184624.02,0.0,3780
2340,oracle,1035,0.12,Optimal,-172493.667,-172493.667,0.0,3780
2401,oracle,1035,0.09,Optimal,-159734.375,-159734.375,0.0,3780
2460,oracle,1035,0.09,Optimal,-147247.766,-147247.766,0.0,3780
2521,oracle,1035,0.09,Optimal,-134488.053,-134488.053,0.0,3780
2580,oracle,1035,0.09,Optimal,-122321.206,-122321.206,0.0,3780
2640,oracle,1035,0.09,Optimal,-109832.0927,-109832.0927,0.0,3780
