W,tier,seed,down_pct,min_fill,splits,totQ,service,pkv,n_solves,solve_mean_s,solve_max_s,no_incumbent,run_wall_s
half,realtime,12,1.591,0.1601,1680,1988.8,0.2554,0,285,0.12,0.72,0,79.7
