param_value,policy,pcap_violations,blackout_slots,service_rate,split_tasks,min_fill,total_quality,pcap_violations_sd,blackout_slots_sd,service_rate_sd,split_tasks_sd,min_fill_sd,total_quality_sd
0.45,Lyapunov (ours),0.0,0.0,0.7026720748116869,103.4,0.2862138671053164,2937.703000000063,0.0,0.0,0.0027721668066599575,12.387090053761618,0.0013703979473625278,16.627378422350624
0.45,Greedy-Q,0.0,36297.7,0.5189709666655483,1409.7,0.1917325098579396,2618.3732999999957,0.0,3140.152832267882,0.006720258512444762,24.302469010370118,0.006511874849954446,10.83639730768482
0.45,Greedy-E,0.0,9698.9,0.7807244678788445,0.0,0.23475474915779823,3181.0548000000917,0.0,2181.4779141673653,0.003836099521060705,0.0,0.0046937917591361586,28.57861718418344
0.45,Random,0.0,25036.9,0.6320909990017722,1198.3,0.27984775311088406,2956.0893000000287,0.0,3951.542874625049,0.005464243858802336,44.524263048364986,0.003501584966123457,27.565193908442534
0.45,Static,0.0,5882.1,0.7107740555974607,0.0,0.24844804548000377,3375.7392000000445,0.0,2515.6173178764693,0.015552815898917561,0.0,0.006390268168865532,48.70455297978266
0.5,Lyapunov (ours),0.0,0.0,0.7644230149794641,141.1,0.31160606578316064,3212.4563000000753,0.0,0.0,0.004114410193938781,13.3,0.0017722378155646931,16.306646473450062
0.5,Greedy-Q,0.0,32672.7,0.534871024543021,1693.9,0.1987948471914867,2722.855699999995,0.0,3979.738284108642,0.005312802725285487,18.267183690979845,0.006419111666800163,7.823890004977919
0.5,Greedy-E,0.0,7706.1,0.7803303783250161,0.0,0.23645833092674495,3176.8758000000917,0.0,1752.48705844009,0.00446532410523385,0.0,0.005199005547825106,21.214893380831523
0.5,Random,0.0,22070.4,0.6539122111663918,1440.4,0.29382905080365573,3083.293400000031,0.0,2291.9676786551768,0.00749869197173204,50.622524630839976,0.0036372535760526184,35.03484607130641
0.5,Static,0.0,501.0,0.773041764827329,0.0,0.27292451354226227,3668.8944000000693,0.0,715.1901844964037,0.01063840497826644,0.0,0.007723773118229287,34.72843949042639
0.55,Lyapunov (ours),0.0,0.0,0.7695296211541451,364.8,0.31991768581861313,3308.177000000071,0.0,0.0,0.0033637245063827736,21.99909089030726,0.0018057682632139562,19.312601191970284
0.55,Greedy-Q,0.0,31977.1,0.5653897702875856,1901.3,0.21171744309194063,2891.4097,0.0,4076.8425392698205,0.005102862663842513,18.868227261722282,0.004943013873599281,12.664860662873398
0.55,Greedy-E,0.0,7031.4,0.7812864215374218,0.0,0.23629223399547294,3181.9304000000916,0.0,1507.0026011921811,0.003742591968165385,0.0,0.00425038412164156,24.528427113047144
0.55,Random,0.0,20187.5,0.6670778688562937,1757.6,0.3037158450970465,3186.631200000034,0.0,1914.7039066132393,0.00826004670961428,42.1027315028372,0.0047179472621110856,28.058599525994914
0.55,Static,0.0,0.0,0.7812864215374218,0.0,0.27547637330124913,3709.5872000000736,0.0,0.0,0.003742591968165385,0.0,0.004955221689551508,28.595955227272523
0.6,Lyapunov (ours),0.0,0.0,0.7702551512028768,602.1,0.3261016696516159,3393.6103000000658,0.0,0.0,0.0033907457724105913,25.71555949226071,0.0022530759551053145,21.676416392247578
0.6,Greedy-Q,0.0,30082.6,0.5893154054346066,2145.9,0.2252554281415272,3037.683700000003,0.0,2898.209626648839,0.004218086330748692,22.487552112224222,0.005797718065727225,6.692349961710674
0.6,Greedy-E,0.0,5578.0,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,1099.5138016414346,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
0.6,Random,0.0,17655.5,0.6996722465690957,1931.2,0.3211526404499769,3363.3208000000436,0.0,2549.0180952672736,0.005084458531316298,24.11555514600483,0.002997605854862867,17.97549141359131
0.6,Static,0.0,0.0,0.7801935875740049,0.0,0.2756865755681963,3712.371200000073,0.0,0.0,0.0036656762986525763,0.0,0.005481408597196575,30.412925925667775
0.7,Lyapunov (ours),0.0,0.0,0.7754197303176964,1075.2,0.3396075710110552,3561.985000000056,0.0,0.0,0.003329945772328002,23.472537144501445,0.001696688120363479,19.8032257119921
0.7,Greedy-Q,0.0,27230.3,0.6063191892765665,2876.4,0.23621466224213256,3194.6701999999977,0.0,1622.6225716413537,0.003247821181197459,22.199999999999996,0.004754435683889871,15.805833004306143
0.7,Greedy-E,0.0,3293.0,0.7804458882279429,0.0,0.2360128144942008,3181.3334000000923,0.0,887.4334904656235,0.003751882220924499,0.0,0.003846493137141157,25.726351798109324
0.7,Random,0.0,13777.2,0.7435476957818574,2440.5,0.347478860896871,3622.5343000000444,0.0,2083.864381383779,0.003207531598546218,26.443335644354704,0.003410862695244469,21.83839569680264
0.7,Static,0.0,0.0,0.7804458882279429,0.0,0.2751506179027809,3708.8912000000723,0.0,0.0,0.003751882220924499,0.0,0.004484353808124017,29.99253073950463
0.8,Lyapunov (ours),0.0,0.0,0.7800510964775692,1638.9,0.3526544418217406,3709.0707000000475,0.0,0.0,0.0035788298717935717,30.852714629348256,0.0032165653164501844,22.653779918815445
0.8,Greedy-Q,0.0,24520.1,0.6353191123454442,3498.7,0.25078523833407745,3393.7530999999935,0.0,1254.2803873137775,0.0035464181639581834,30.754024126933373,0.006865784873523839,11.18443904225958
0.8,Greedy-E,0.0,2916.7,0.7815004249970123,0.0,0.23607683504343924,3178.7066000000914,0.0,696.1209736820174,0.0037872157941560096,0.0,0.005173259164204567,25.518008292969974
0.8,Random,0.0,6608.3,0.7595367112089213,3078.5,0.3629413714390264,3786.6547000000305,0.0,626.5925390554854,0.009805630354527207,25.239849444875855,0.004534742471151699,15.34706702956802
0.8,Static,0.0,0.0,0.7815004249970123,0.0,0.27522525492500866,3705.828800000073,0.0,0.0,0.0037872157941560096,0.0,0.0060311363120370024,29.749637808891126
