p_isl,split_mean,split_std,minfill_mean,minfill_std,totQ_mean,totQ_std,down_mean
0.3,129.9,6.7,0.23191696748801424,0.002238969216640088,3626.5000000000036,21.474571414024005,0.4049707602339182
0.5,141.7,6.664082832618455,0.23324702391065683,0.0023253422068080995,3623.6790400000036,22.382884030938037,0.4049707602339182
0.7,158.5,7.116881339463234,0.23512318704537508,0.0025722261587070735,3619.5315500000033,23.901734709441445,0.4049707602339182
0.85,166.4,6.62117814289874,0.23593089376819965,0.002669789547553278,3617.632240000004,23.239749086907445,0.4049707602339182
1.0,181.8,7.180529228406497,0.23754604502420512,0.002614925036837832,3614.772830000004,22.346701219511502,0.4049707602339182
