V,totq,totq_sd,mf,mf_sd,avg_qu,qu_end
1.0,24553.711729999417,70.74250083537576,0.29829668646477875,0.00032261034643357733,23.26800038138726,0.0001741048245612471
3.0,24644.394069999453,72.0306494964861,0.2982577343907103,0.0002824162086776608,23.43810448610937,0.00017671701754369003
10.0,24764.589989999484,77.09693019973265,0.2980925650537515,0.00029431952831897193,23.896839600363382,0.00019252631578925563
30.0,24987.85862999953,73.51047846459689,0.29703722579530867,0.00028083058626428926,26.05419725670709,0.00029886692982420955
100.0,25552.758709999587,67.71470320472062,0.29287917855215834,0.00036801293315585237,39.25793849345724,0.0007156949122801255
300.0,26869.042039999615,62.70199333924808,0.2817374721333491,0.00042067637883673594,75.40528298040134,0.0018330238596498572
