param_value,policy,pcap_violations,blackout_slots,service_rate,split_tasks,min_fill,total_quality,pcap_violations_sd,blackout_slots_sd,service_rate_sd,split_tasks_sd,min_fill_sd,total_quality_sd
1000,Lyapunov (ours),0.0,0.0,0.7702551512028768,602.1,0.3261016696516159,3393.6103000000658,0.0,0.0,0.0033907457724105913,25.71555949226071,0.0022530759551053145,21.676416392247578
1000,Greedy-Q,0.0,36597.2,0.4912924796545425,1811.1,0.18753999797491958,2534.098499999987,0.0,3054.3006990144245,0.005657396923286192,48.617795096034534,0.0060091946719273105,27.592089312881622
1000,Greedy-E,0.0,8257.6,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,2304.9190094231076,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
1000,Random,0.0,26776.1,0.6457041263898509,1283.2,0.2890943842559395,3022.787000000017,0.0,2140.0215162469744,0.006481094863098163,24.632498858215744,0.002928983428272619,16.95038644987329
1000,Static,0.0,8277.7,0.7305044874483675,0.0,0.25741967715328784,3475.7312000000516,0.0,1511.5511271538253,0.0066238068745673884,0.0,0.006091890876710148,10.2601721311111
2000,Lyapunov (ours),0.0,0.0,0.7702551512028768,602.1,0.3261016696516159,3393.6103000000658,0.0,0.0,0.0033907457724105913,25.71555949226071,0.0022530759551053145,21.676416392247578
2000,Greedy-Q,0.0,32852.7,0.5487417968725328,1631.2,0.2065733000584719,2788.227599999994,0.0,1936.0474193572843,0.005240143729334838,40.83821739498432,0.00535087889445466,22.336174745019193
2000,Greedy-E,0.0,6847.5,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,2043.9219285481527,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
2000,Random,0.0,23172.2,0.6676157371571676,1418.4,0.30086917228690757,3144.3696000000227,0.0,737.4661754955274,0.00565457607831576,26.69531794154173,0.002536292182136337,20.56241885187844
2000,Static,0.0,1782.9,0.7646283168095379,0.0,0.2701894105218199,3638.1312000000667,0.0,1080.9399104483098,0.006000130517829284,0.0,0.006081610020262465,11.504580346975537
3000,Lyapunov (ours),0.0,0.0,0.7702551512028768,602.1,0.3261016696516159,3393.6103000000658,0.0,0.0,0.0033907457724105913,25.71555949226071,0.0022530759551053145,21.676416392247578
3000,Greedy-Q,0.0,31479.7,0.4858158283455234,2444.6,0.19005989241414611,2577.5607999999816,0.0,3232.570650426685,0.007061467739693049,38.98512536852998,0.007207571178736229,19.0095451697299
3000,Greedy-E,0.0,7465.4,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,1843.2207789627373,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
3000,Random,0.0,23918.8,0.6835188988057253,1533.5,0.3099475629000206,3235.5379000000307,0.0,2863.5945523065934,0.0043353509196686745,22.566568192793515,0.002720371923563703,15.388274727533597
3000,Static,0.0,0.0,0.7801935875740049,0.0,0.2756865755681963,3712.371200000073,0.0,0.0,0.0036656762986525763,0.0,0.005481408597196575,30.412925925667775
5000,Lyapunov (ours),0.0,0.0,0.7702551512028768,602.1,0.3261016696516159,3393.6103000000658,0.0,0.0,0.0033907457724105913,25.71555949226071,0.0022530759551053145,21.676416392247578
5000,Greedy-Q,0.0,30082.6,0.5893154054346066,2145.9,0.2252554281415272,3037.683700000003,0.0,2898.209626648839,0.004218086330748692,22.487552112224222,0.005797718065727225,6.692349961710674
5000,Greedy-E,0.0,5578.0,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,1099.5138016414346,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
5000,Random,0.0,17655.5,0.6996722465690957,1931.2,0.3211526404499769,3363.3208000000436,0.0,2549.0180952672736,0.005084458531316298,24.11555514600483,0.002997605854862867,17.97549141359131
5000,Static,0.0,0.0,0.7801935875740049,0.0,0.2756865755681963,3712.371200000073,0.0,0.0,0.0036656762986525763,0.0,0.005481408597196575,30.412925925667775
8000,Lyapunov (ours),0.0,0.0,0.7702551512028768,602.1,0.3261016696516159,3393.6103000000658,0.0,0.0,0.0033907457724105913,25.71555949226071,0.0022530759551053145,21.676416392247578
8000,Greedy-Q,0.0,27400.6,0.6197947433434182,2710.9,0.24150484292511307,3244.519900000015,0.0,2385.68691156237,0.0034207301448669005,27.064552462584707,0.006199587373842708,14.845304391963355
8000,Greedy-E,0.0,3274.1,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,1239.0788070175358,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
8000,Random,0.0,13234.9,0.7199145791378514,2477.0,0.3392048235210131,3529.127200000038,0.0,1840.9820449966371,0.015130042288219275,94.68157159658895,0.005039796682266535,60.34842294344587
8000,Static,0.0,0.0,0.7801935875740049,0.0,0.2756865755681963,3712.371200000073,0.0,0.0,0.0036656762986525763,0.0,0.005481408597196575,30.412925925667775
12000,Lyapunov (ours),0.0,0.0,0.7702551512028768,602.1,0.3261016696516159,3393.6103000000658,0.0,0.0,0.0033907457724105913,25.71555949226071,0.0022530759551053145,21.676416392247578
12000,Greedy-Q,0.0,22041.1,0.6545738948962301,3473.1,0.2602401343090627,3493.04890000002,0.0,1607.5560612308363,0.0038034573539173296,25.645467435786777,0.006788157062802201,12.77759340760382
12000,Greedy-E,0.0,2827.0,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,311.30338899536576,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
12000,Random,0.0,3341.0,0.7633809104888158,3308.4,0.367536078559996,3838.1484000000223,0.0,1499.2110591907997,0.007570625376908456,120.97867580693715,0.0063715924656587725,29.87363958810104
12000,Static,0.0,0.0,0.7801935875740049,0.0,0.2756865755681963,3712.371200000073,0.0,0.0,0.0036656762986525763,0.0,0.005481408597196575,30.412925925667775
