value,policy,down_mean,down_std,minfill_mean,minfill_std,split_mean
2,Lyapunov (ours),0.8099415204678364,1.1102230246251565e-16,0.05503387001009404,0.002092639425511857,10.4
2,Greedy-Q,9.516959064327486,0.06784381889697229,0.2500003719886457,0.004890221075930438,2207.8
2,Greedy-E,4.302046783625731,0.5537521514459434,0.15150683010770993,0.002051743297287853,0.0
2,Random,7.304970760233917,0.2655513314993778,0.19694599043888952,0.002887327541292455,1070.9
2,Static,6.759941520467836,0.331647656278337,0.1125569840229856,0.0028281764821923862,0.0
4,Lyapunov (ours),0.4049707602339182,5.551115123125783e-17,0.16859891220344722,0.0024989124622904215,201.0
4,Greedy-Q,6.991666666666665,0.05975598872213952,0.39796701474939067,0.007267900754314803,5299.0
4,Greedy-E,0.8099415204678364,1.1102230246251565e-16,0.1560262781701482,0.0019393863725194244,0.0
4,Random,5.332309941520469,0.01459134641861849,0.35423669798624885,0.004929271959949422,3333.3
4,Static,0.8099415204678364,1.1102230246251565e-16,0.11883042050353147,0.002362676119481167,0.0
8,Lyapunov (ours),0.8099415204678364,1.1102230246251565e-16,0.2535431081557941,0.002495241907233328,1005.9
8,Greedy-Q,3.339473684210526,0.13180138767568245,0.4309435963385056,0.005333223484337054,7489.1
8,Greedy-E,0.8099415204678364,1.1102230246251565e-16,0.15563278375840567,0.00125682694707782,0.0
8,Random,2.4076023391812864,0.07266773120660569,0.48369444885665186,0.0064538669887564855,5744.0
8,Static,1.2612573099415205,0.006221614862851865,0.11755968652049269,0.0016319429019601823,0.0
16,Lyapunov (ours),0.7289473684210526,0.04049707602339186,0.21944214605459042,0.004455704643657877,1023.0
16,Greedy-Q,1.1136695906432748,0.0,0.43071135311952,0.008613211969225387,7778.8
16,Greedy-E,0.7390716374269005,0.046395229075393604,0.15585853856324408,0.0019962667185139354,0.0
16,Random,1.1136695906432748,0.0,0.5164296589973099,0.004100370686017048,6933.4
16,Static,0.9866593567251462,0.04158491068615003,0.1192838648258008,0.003277873293989701,0.0
