param_value,policy,pcap_violations,blackout_slots,service_rate,split_tasks,min_fill,total_quality,pcap_violations_sd,blackout_slots_sd,service_rate_sd,split_tasks_sd,min_fill_sd,total_quality_sd
2.5,Lyapunov (ours),0.0,0.0,0.6350117689770803,3717.0,0.32916986749100957,3423.4535999999744,0.0,0.0,0.005638167878594022,34.2081861547788,0.0024136277261146426,26.433553507617177
2.5,Greedy-Q,0.0,1721.3,0.7721650384465435,6007.4,0.32142837934161406,4328.983999999955,0.0,290.91993743983926,0.0034247796243745206,28.04353757998445,0.006048723624292009,33.451368982450255
2.5,Greedy-E,0.0,0.0,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,0.0,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
2.5,Random,0.0,0.0,0.779879916432367,3575.5,0.378069482498272,3947.3541000000127,0.0,0.0,0.0024142724454979197,23.791805311913595,0.0026756847613932946,32.49018987156111
2.5,Static,0.0,0.0,0.7801935875740049,0.0,0.2756865755681963,3712.371200000073,0.0,0.0,0.0036656762986525763,0.0,0.005481408597196575,30.412925925667775
5.0,Lyapunov (ours),0.0,0.0,0.6345318523901102,3725.5,0.32899233085016844,3422.5090999999748,0.0,0.0,0.00570014745053464,34.24105722666869,0.0024712238756771387,27.68127991784472
5.0,Greedy-Q,0.0,0.0,0.7801935875740049,6159.5,0.32531986492113807,4383.756699999951,0.0,0.0,0.0036656762986525763,39.34780807109845,0.006206123787802485,34.32279013148524
5.0,Greedy-E,0.0,0.0,0.7801935875740049,0.0,0.23647253680203545,3184.3184000000924,0.0,0.0,0.0036656762986525763,0.0,0.004701725477768023,26.086949393136813
5.0,Random,0.0,0.0,0.779879916432367,3575.5,0.378069482498272,3947.3541000000127,0.0,0.0,0.0024142724454979197,23.791805311913595,0.0026756847613932946,32.49018987156111
5.0,Static,0.0,0.0,0.7801935875740049,0.0,0.2756865755681963,3712.371200000073,0.0,0.0,0.0036656762986525763,0.0,0.005481408597196575,30.412925925667775
