value,policy,down_mean,down_std,minfill_mean,minfill_std,split_mean
11.0,Lyapunov (ours),4.194444444444445,0.22076023391812866,0.0872230229982148,0.0017251629184588133,316.3
11.0,Greedy-Q,14.437719298245613,0.20233009647319644,0.2634613110177407,0.005607260550613432,3219.5
11.0,Greedy-E,6.71111111111111,0.1766081871345029,0.1427235747180714,0.002084515845549621,0.0
11.0,Random,12.62748538011696,0.2162999714387485,0.31259876970559286,0.005661490504944218,2449.5
11.0,Static,8.830409356725147,0.0,0.1922204510004719,0.0054084417066805075,0.0
11.6,Lyapunov (ours),1.672514619883041,0.0,0.1339704586243989,0.0031215846720862657,520.2
11.6,Greedy-Q,10.82953216374269,0.29269005847953217,0.271188187097516,0.002231063666483975,3392.3
11.6,Greedy-E,3.1359649122807016,0.20906432748538012,0.1425956628560035,0.0019568261064601125,0.0
11.6,Random,8.989766081871345,0.2804892287565525,0.3232500968792375,0.0051474245177837545,2562.1
11.6,Static,5.352046783625732,0.1672514619883041,0.19426644117443265,0.005016826651894985,0.0
12.2,Lyapunov (ours),1.590643274853801,0.0,0.16455990163593265,0.0023307870546083386,672.9
12.2,Greedy-Q,7.953216374269006,0.0,0.2757752665714037,0.0034719830506400894,3492.9
12.2,Greedy-E,2.3859649122807016,0.0,0.14247637770383603,0.001868712634423558,0.0
12.2,Random,6.24327485380117,0.18223108026724974,0.3309229003847941,0.005637780912030667,2664.0
12.2,Static,3.181286549707602,0.0,0.19444115456121563,0.005055895971596325,0.0
13.0,Lyapunov (ours),1.497076023391813,0.0,0.19082184683747355,0.00258070670526981,802.2
13.0,Greedy-Q,5.501754385964912,0.17151160495741152,0.2778052394668687,0.004565433049353695,3617.4
13.0,Greedy-E,2.245614035087719,0.0,0.14290566579549527,0.0017636230846254915,0.0
13.0,Random,5.239766081871345,0.0,0.3321666586970985,0.0058801187379041945,2715.8
13.0,Static,2.994152046783626,0.0,0.19449910864893155,0.0050383298762133885,0.0
14.5,Lyapunov (ours),2.008771929824561,0.0,0.22615463686081533,0.002855993594278667,976.7
14.5,Greedy-Q,5.758479532163743,0.13391812865497077,0.27860198074431247,0.004062142992903527,3606.2
14.5,Greedy-E,2.008771929824561,0.0,0.14325121461946497,0.001800465662436363,0.0
14.5,Random,4.888011695906433,0.16401554125653445,0.33340717784089074,0.005409159926674345,2730.7
14.5,Static,2.6783625730994154,0.0,0.19461657690872253,0.004981852287963481,0.0
18.0,Lyapunov (ours),1.6228070175438596,0.0,0.26076014670763853,0.0029501238467296888,1171.1
18.0,Greedy-Q,4.652046783625731,0.10818713450292398,0.27841276475750004,0.005015600864662188,3666.2
18.0,Greedy-E,1.8932748538011697,0.0,0.14390950793158602,0.002060376037119954,0.0
18.0,Random,4.597953216374269,0.0,0.3344573030355497,0.0058921885349953115,2737.0
18.0,Static,2.6505847953216373,0.10818713450292398,0.1947527022350618,0.004956531018798548,0.0
