model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
Qwen2-VL-2B-Q4,RESISC45,450,0.3977777777777778,1.2356131320529513,1.2377814054489136,3.92950487829303,4.153
