model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
Qwen2.5-VL-3B-Q4,RESISC45,450,0.46444444444444444,1.7374028486675686,1.7359150648117065,5.775514977555934,4.508
