model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
SmolVLM2-2.2B-Q4,RESISC45,450,0.32666666666666666,1.8059801144070096,1.7882120609283447,5.311493570047942,3.79845
