model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
gemma-3-4b-Q4,RESISC45_full,1300,0.5384615384615384,11.295226124800168,11.30421757698059,37.791083739782735,5.8648
