model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
Qwen2-VL-2B-Q4,RESISC45_full,1300,0.39384615384615385,1.235383363687075,1.2436877489089966,3.9309597754952463,3.753
