model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
Qwen2.5-VL-3B-Q4,RESISC45_full,1300,0.45615384615384613,1.738798031256749,1.743891716003418,5.722931103506682,4.016649999999999
