model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
InternVL3-8B-Q4,RESISC45,450,0.5444444444444444,4.784046241442362,4.750212788581848,14.766431381115982,4.3064
