model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
InternVL2.5-4B-Q4,RESISC45,450,0.5577777777777778,3.2117246617211235,3.1980079412460327,9.436022982040578,3.347
