model,dataset,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
gemma-3-4b-Q4,RESISC45,450,0.5133333333333333,11.300384945869446,11.311031460762024,37.07090516408168,5.868
