model,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
Qwen2.5-VL-3B-Q4,500,0.3,1.3153928160667419,1.2920137643814087,5.400643436929752,6.581
