model,n_images,accuracy,T_im_mean_s,T_im_p50_s,E_im_mean_J,Ppeak_p95_W
SmolVLM2-2.2B-Q4,500,0.338,1.8207019534111022,1.7775880098342896,5.900683041454057,3.951
