t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
10,oracle,1035,0.1,Optimal,-54051.4501,-54051.1296,0.0,3780
60,oracle,1035,0.1,Optimal,-54053.7205,-54053.0472,0.0,3780
125,oracle,1035,0.1,Optimal,-54056.2987,-54055.7812,0.0,3780
180,oracle,1035,0.09,Optimal,-186868.0,-186868.0,0.0,3780
240,oracle,1035,0.09,Optimal,-183750.4,-183750.4,0.0,3780
300,oracle,1035,0.09,Optimal,-180632.5,-180632.5,0.0,3780
361,oracle,1035,0.09,Optimal,-177462.6,-177462.6,0.0,3780
420,oracle,1035,0.09,Optimal,-319836.7,-319836.7,0.0,3780
482,oracle,1035,0.09,Optimal,-313390.5,-313390.5,0.0,3780
540,oracle,1035,0.09,Optimal,-307360.0,-307360.0,0.0,3780
600,oracle,1035,0.09,Optimal,-301122.4,-301122.4,0.0,3780
660,oracle,1035,0.09,Optimal,-440149.3,-440149.3,0.0,3780
721,oracle,1035,0.09,Optimal,-430634.5,-430634.5,0.0,3780
783,oracle,1035,0.09,Optimal,-420964.3,-420964.3,0.0,3780
847,oracle,1035,0.09,Optimal,-410982.1,-410982.1,0.0,3780
903,oracle,1035,0.09,Optimal,-547427.3,-547427.3,0.0,3780
961,oracle,1035,0.09,Optimal,-535364.8,-535364.8,0.0,3780
1021,oracle,1035,0.09,Optimal,-522885.7,-522885.7,0.0,3780
1084,oracle,1035,0.09,Optimal,-509783.646,-509783.646,0.0,3780
1140,oracle,1035,0.09,Optimal,-498138.046,-498138.046,0.0,3780
1203,oracle,1035,0.09,Optimal,-485036.028,-485036.028,0.0,3780
1262,oracle,1035,0.09,Optimal,-472801.753,-472801.753,0.0,3780
1320,oracle,1035,0.09,Optimal,-460836.237,-460836.237,0.0,3780
1380,oracle,1035,0.09,Optimal,-448266.386,-448266.386,0.0,3780
1440,oracle,1035,0.09,Optimal,-431925.78,-431925.78,0.0,3780
1501,oracle,1035,0.09,Optimal,-406304.348,-406304.348,0.0,3780
1561,oracle,1035,0.09,Optimal,-381084.4,-381084.4,0.0,3780
1621,oracle,1035,0.09,Optimal,-356079.571,-356079.571,0.0,3780
1680,oracle,1035,0.09,Optimal,-331498.156,-331498.156,0.0,3780
1743,oracle,1035,0.09,Optimal,-311987.653,-311987.653,0.0,3780
1801,oracle,1035,0.09,Optimal,-295824.807,-295824.807,0.0,3780
1871,oracle,1035,0.09,Optimal,-276327.964,-276327.964,0.0,3780
1923,oracle,1035,0.09,Optimal,-261999.737,-261999.737,0.0,3780
1987,oracle,1035,0.09,Optimal,-245581.192,-245581.192,0.0,3780
2040,oracle,1035,0.09,Optimal,-234652.245,-234652.245,0.0,3780
2100,oracle,1035,0.09,Optimal,-222357.647,-222357.647,0.0,3780
2161,oracle,1035,0.09,Optimal,-209621.59,-209621.59,0.0,3780
2222,oracle,1035,0.09,Optimal,-196782.342,-196782.342,0.0,3780
2280,oracle,1035,0.09,Optimal,-184737.84,-184737.84,0.0,3780
2340,oracle,1035,0.09,Optimal,-172225.287,-172225.287,0.0,3780
2403,oracle,1035,0.09,Optimal,-158925.712,-158925.712,0.0,3780
2462,oracle,1035,0.09,Optimal,-146589.431,-146589.431,0.0,3780
2521,oracle,1035,0.09,Optimal,-134298.498,-134298.498,0.0,3780
2582,oracle,1035,0.1,Optimal,-121586.3155,-121586.3155,0.0,3780
2641,oracle,1035,0.09,Optimal,-109426.5679,-109426.5679,0.0,3780
2703,oracle,1035,0.09,Optimal,-96451.2754,-96451.2754,0.0,3780
2760,oracle,1035,0.1,Optimal,-85673.6719,-85673.5574,0.0,3780
2820,oracle,1035,0.1,Optimal,-76184.4433,-76183.9277,0.0,3780
2880,oracle,1035,0.1,Optimal,-67863.1366,-67862.5889,0.0,3780
2940,oracle,1035,0.1,Optimal,-61786.9517,-61786.4864,0.0,3780
3000,oracle,1035,0.1,Optimal,-55662.3583,-55661.8655,0.0,3780
3060,oracle,1035,0.11,Optimal,-49389.0775,-49388.1433,0.0,3780
3120,oracle,1035,0.11,Optimal,-43097.893,-43097.4201,0.0,3780
3180,oracle,1035,0.11,Optimal,-36997.0301,-36996.869,0.0,3780
3241,oracle,1035,0.11,Optimal,-30650.8864,-30650.8856,0.0,3780
3300,oracle,1035,0.13,Optimal,-24442.7588,-24442.7518,0.0,3780
3362,oracle,1035,0.12,Optimal,-17955.4409,-17955.4312,0.0,3780
3420,oracle,1035,0.14,Optimal,-11803.2884,-11803.2776,0.0,3780
3481,oracle,1035,0.13,Optimal,-7632.7636,-7630.8105,0.0003,3780
3542,oracle,1035,0.13,Optimal,-4339.9306,-4338.4664,0.0003,3780
3600,oracle,1035,0.13,Optimal,-1415.4052,-1414.9147,0.0003,3780
3664,oracle,1035,0.63,Optimal,-34.0359,-34.0359,0.0,3780
3724,oracle,1035,0.13,Optimal,-34.4502,-34.4494,0.0,3780
3780,oracle,1035,0.58,Optimal,-36.2899,-36.2899,0.0,3780
3841,oracle,1035,0.13,Optimal,-36.4447,-36.4439,0.0,3780
3900,oracle,1035,0.12,Optimal,-35.9285,-35.9249,0.0001,3780
3962,oracle,1035,0.13,Optimal,-36.2681,-36.2654,0.0001,3780
4025,oracle,1035,0.16,Optimal,-35.8951,-35.8924,0.0001,3780
4082,oracle,1035,0.21,Optimal,-36.2329,-36.2329,0.0,3780
4140,oracle,1035,0.13,Optimal,-36.4625,-36.4599,0.0001,3780
4200,oracle,1035,0.21,Optimal,-36.6869,-36.6869,0.0,3780
4261,oracle,1035,0.12,Optimal,-37.2166,-37.2139,0.0001,3780
4321,oracle,1035,0.21,Optimal,-37.3679,-37.3679,0.0,3780
4381,oracle,1035,0.12,Optimal,-39.3991,-39.3949,0.0001,3780
4441,oracle,1035,0.12,Optimal,-40.2262,-40.2219,0.0001,3780
4500,oracle,1035,0.12,Optimal,-40.9776,-40.9759,0.0,3780
4561,oracle,1035,0.23,Optimal,-41.5759,-41.5759,0.0,3780
4620,oracle,1035,0.12,Optimal,-41.6208,-41.6164,0.0001,3780
4682,oracle,1035,0.21,Optimal,-41.2839,-41.2839,0.0,3780
4740,oracle,1035,0.12,Optimal,-42.0018,-41.9974,0.0001,3780
4800,oracle,1035,0.12,Optimal,-41.9288,-41.9244,0.0001,3780
4860,oracle,1035,0.12,Optimal,-42.9811,-42.9784,0.0001,3780
4921,oracle,1035,0.26,Optimal,-43.6189,-43.6189,0.0,3780
4981,oracle,1035,0.13,Optimal,-43.7377,-43.7324,0.0001,3780
5042,oracle,1035,0.12,Optimal,-44.3756,-44.3729,0.0001,3780
5100,oracle,1035,0.13,Optimal,-44.4178,-44.4134,0.0001,3780
5160,oracle,1035,0.13,Optimal,-43.9691,-43.9674,0.0,3780
5222,oracle,1035,0.13,Optimal,-44.7275,-44.7214,0.0001,3780
5280,oracle,1035,0.13,Optimal,-44.9493,-44.9484,0.0,3780
5341,oracle,1035,0.14,Optimal,-45.1033,-45.1024,0.0,3780
5404,oracle,1035,0.13,Optimal,-44.9195,-44.9159,0.0001,3780
5461,oracle,1035,0.12,Optimal,-46.2303,-46.2294,0.0,3780
5521,oracle,1035,0.14,Optimal,-47.4312,-47.4294,0.0,3780
5583,oracle,1035,0.12,Optimal,-48.1843,-48.1834,0.0,3780
5640,oracle,1035,0.32,Optimal,-47.9239,-47.9239,0.0,3780
5701,oracle,1035,0.12,Optimal,-49.3536,-49.3509,0.0001,3780
5762,oracle,1035,0.13,Optimal,-50.066,-50.0644,0.0,3780
5820,oracle,1035,0.13,Optimal,-50.1787,-50.1779,0.0,3780
5881,oracle,1035,0.13,Optimal,-50.3344,-50.3319,0.0,3780
5940,oracle,1035,0.13,Optimal,-135162.0057,-135162.0023,0.0,3780
6000,oracle,1035,0.12,Optimal,-132070.9555,-132070.4653,0.0,3780
6060,oracle,1035,0.12,Optimal,-128950.0284,-128950.0271,0.0,3780
6120,oracle,1035,0.11,Optimal,-125830.8674,-125830.8666,0.0,3780
6180,oracle,1035,0.11,Optimal,-256709.6587,-256709.658,0.0,3780
6242,oracle,1035,0.11,Optimal,-250262.5034,-250262.5028,0.0,3780
6301,oracle,1035,0.1,Optimal,-244127.0128,-244126.6357,0.0,3780
6360,oracle,1035,0.11,Optimal,-237992.225,-237991.5886,0.0,3780
6422,oracle,1035,0.1,Optimal,-363520.3499,-363520.2315,0.0,3780
6481,oracle,1035,0.1,Optimal,-354317.8198,-354317.6047,0.0,3780
6540,oracle,1035,0.12,Optimal,-345114.9894,-345114.8057,0.0,3780
6602,oracle,1035,0.11,Optimal,-335444.9927,-335444.8719,0.0,3780
6660,oracle,1035,0.1,Optimal,-465750.7709,-465750.7709,0.0,3780
6720,oracle,1035,0.09,Optimal,-453272.8709,-453272.8709,0.0,3780
6780,oracle,1035,0.09,Optimal,-440794.6709,-440794.6709,0.0,3780
6843,oracle,1035,0.1,Optimal,-427691.5709,-427691.5709,0.0,3780
6900,oracle,1035,0.1,Optimal,-415837.0709,-415837.0709,0.0,3780
6960,oracle,1035,0.1,Optimal,-403365.2409,-403365.2409,0.0,3780
7020,oracle,1035,0.09,Optimal,-390890.9769,-390890.9769,0.0,3780
7083,oracle,1035,0.1,Optimal,-377665.9549,-377665.9549,0.0,3780
7147,oracle,1035,0.1,Optimal,-364418.7529,-364418.7529,0.0,3780
7200,oracle,1035,0.09,Optimal,-353367.9069,-353367.9069,0.0,3780
7261,oracle,1035,0.09,Optimal,-340837.5469,-340837.5469,0.0,3780
7325,oracle,1035,0.09,Optimal,-327635.4439,-327635.4439,0.0,3780
7383,oracle,1035,0.1,Optimal,-315505.4559,-315505.4559,0.0,3780
7440,oracle,1035,0.09,Optimal,-303787.3879,-303787.3879,0.0,3780
7500,oracle,1035,0.1,Optimal,-291325.1979,-291325.1979,0.0,3780
7560,oracle,1035,0.09,Optimal,-278916.1269,-278916.1269,0.0,3780
7620,oracle,1035,0.1,Optimal,-266495.4519,-266495.4519,0.0,3780
7681,oracle,1035,0.09,Optimal,-253709.9979,-253709.9979,0.0,3780
7742,oracle,1035,0.09,Optimal,-241108.8879,-241108.8879,0.0,3780
7801,oracle,1035,0.1,Optimal,-228871.2729,-228871.2729,0.0,3780
7860,oracle,1035,0.1,Optimal,-216237.2359,-216237.2359,0.0,3780
7920,oracle,1035,0.1,Optimal,-203572.0549,-203572.0549,0.0,3780
7980,oracle,1035,0.09,Optimal,-190895.6409,-190895.6409,0.0,3780
8041,oracle,1035,0.09,Optimal,-178451.4799,-178451.4799,0.0,3780
8101,oracle,1035,0.1,Optimal,-166013.5399,-166013.5399,0.0,3780
8160,oracle,1035,0.1,Optimal,-153455.8059,-153455.8059,0.0,3780
8220,oracle,1035,0.1,Optimal,-140879.4349,-140879.4349,0.0,3780
8280,oracle,1035,0.09,Optimal,-128266.2289,-128266.2289,0.0,3780
8342,oracle,1035,0.09,Optimal,-115525.3189,-115525.3189,0.0,3780
8400,oracle,1035,0.1,Optimal,-103283.2584,-103283.2584,0.0,3780
8461,oracle,1035,0.1,Optimal,-90596.4255,-90596.4255,0.0,3780
8520,oracle,1035,0.1,Optimal,-78199.4986,-78199.4986,0.0,3780
8580,oracle,1035,0.1,Optimal,-67801.984,-67801.6573,0.0,3780
