W,tier,seed,down_pct,min_fill,splits,totQ,service,pkv,n_solves,solve_mean_s,solve_max_s,no_incumbent,run_wall_s
eclipse,oracle,14,1.591,0.1763,1270,2517.4,0.3227,0,285,0.3,1.98,0,168.5
