t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
1,oracle,5736,0.83,Optimal,-53433.4938,-53433.4914,0.0,20736
62,oracle,5736,0.84,Optimal,-53277.4876,-53277.4827,0.0,20736
122,oracle,5736,0.82,Optimal,-53277.478,-53277.476,0.0,20736
180,oracle,5736,0.86,Optimal,-53589.7647,-53589.7617,0.0,20736
240,oracle,5736,0.84,Optimal,-53589.8674,-53589.8655,0.0,20736
300,oracle,5736,0.83,Optimal,-53589.5642,-53589.5629,0.0,20736
361,oracle,5736,0.82,Optimal,-53433.4563,-53433.4515,0.0,20736
420,oracle,5736,0.81,Optimal,-53589.7963,-53589.7927,0.0,20736
481,oracle,5736,0.82,Optimal,-53434.3197,-53433.8324,0.0,20736
540,oracle,5736,0.81,Optimal,-53590.0159,-53589.6801,0.0,20736
601,oracle,5736,0.81,Optimal,-53433.4635,-53433.4622,0.0,20736
661,oracle,5736,0.83,Optimal,-53434.4842,-53433.5084,0.0,20736
722,oracle,5736,0.81,Optimal,-53279.1977,-53278.194,0.0,20736
781,oracle,5736,0.81,Optimal,-53433.7716,-53433.6814,0.0,20736
840,oracle,5736,0.85,Optimal,-53590.9744,-53590.3914,0.0,20736
900,oracle,5736,0.86,Optimal,-53590.4574,-53589.9612,0.0,20736
961,oracle,5736,0.77,Optimal,-53435.4827,-53434.243,0.0,20736
1023,oracle,5736,0.81,Optimal,-53122.8579,-53121.6529,0.0,20736
1080,oracle,5736,0.8,Optimal,-53590.0368,-53589.5489,0.0,20736
1141,oracle,5736,0.84,Optimal,-53434.3925,-53434.1644,0.0,20736
1200,oracle,5736,0.74,Optimal,-180232.0098,-180231.0355,0.0,20736
1262,oracle,5736,0.73,Optimal,-176800.8976,-176799.63,0.0,20736
1323,oracle,5736,0.71,Optimal,-173525.161,-173524.1024,0.0,20736
1380,oracle,5736,0.7,Optimal,-170874.0578,-170873.0097,0.0,20736
1442,oracle,5736,0.66,Optimal,-289976.0106,-289974.5663,0.0,20736
1503,oracle,5736,0.64,Optimal,-275087.1586,-275085.7054,0.0,20736
1563,oracle,5736,0.64,Optimal,-260440.9155,-260439.9849,0.0,20736
1622,oracle,5736,0.66,Optimal,-246039.4583,-246038.6774,0.0,20736
1681,oracle,5736,0.63,Optimal,-358485.9791,-358484.4325,0.0,20736
1740,oracle,5736,0.65,Optimal,-345046.8411,-345045.9402,0.0,20736
1801,oracle,5736,0.64,Optimal,-331366.9871,-331366.0679,0.0,20736
1861,oracle,5736,0.66,Optimal,-317810.8135,-317808.8834,0.0,20736
