t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
1,oracle,1035,0.11,Optimal,-54051.4501,-54051.1296,0.0,3780
63,oracle,1035,0.1,Optimal,-54053.8044,-54053.2207,0.0,3780
121,oracle,1035,0.12,Optimal,-54055.5586,-54054.972,0.0,3780
180,oracle,1035,0.1,Optimal,-186726.3,-186726.3,0.0,3780
243,oracle,1035,0.1,Optimal,-183480.7,-183480.7,0.0,3780
304,oracle,1035,0.1,Optimal,-180310.8,-180310.8,0.0,3780
362,oracle,1035,0.09,Optimal,-177295.4,-177295.4,0.0,3780
420,oracle,1035,0.1,Optimal,-319720.6,-319720.6,0.0,3780
480,oracle,1035,0.09,Optimal,-313482.4,-313482.4,0.0,3780
540,oracle,1035,0.09,Optimal,-307245.4,-307245.4,0.0,3780
606,oracle,1035,0.11,Optimal,-300383.5,-300383.5,0.0,3780
661,oracle,1035,0.1,Optimal,-439879.3,-439879.3,0.0,3780
720,oracle,1035,0.1,Optimal,-430676.5,-430676.5,0.0,3780
782,oracle,1035,0.1,Optimal,-421007.2,-421007.2,0.0,3780
840,oracle,1035,0.09,Optimal,-411960.1,-411960.1,0.0,3780
900,oracle,1035,0.1,Optimal,-547938.5,-547938.5,0.0,3780
960,oracle,1035,0.1,Optimal,-535460.3,-535460.3,0.0,3780
1021,oracle,1035,0.1,Optimal,-522773.5,-522773.5,0.0,3780
1082,oracle,1035,0.1,Optimal,-510087.9,-510087.9,0.0,3780
1141,oracle,1035,0.09,Optimal,-497816.8,-497816.8,0.0,3780
1200,oracle,1035,0.1,Optimal,-485546.6,-485546.6,0.0,3780
1261,oracle,1035,0.11,Optimal,-472957.654,-472957.654,0.0,3780
1321,oracle,1035,0.1,Optimal,-460381.7008,-460381.7008,0.0,3780
1383,oracle,1035,0.1,Optimal,-447322.2928,-447322.2928,0.0,3780
1440,oracle,1035,0.1,Optimal,-431464.5838,-431464.5838,0.0,3780
1500,oracle,1035,0.1,Optimal,-406431.8638,-406431.8638,0.0,3780
1560,oracle,1035,0.1,Optimal,-381293.72,-381293.72,0.0,3780
1621,oracle,1035,0.09,Optimal,-355792.65,-355792.65,0.0,3780
1682,oracle,1035,0.11,Optimal,-330166.592,-330166.592,0.0,3780
1741,oracle,1035,0.1,Optimal,-312110.889,-312110.889,0.0,3780
1802,oracle,1035,0.1,Optimal,-295080.321,-295080.321,0.0,3780
1860,oracle,1035,0.1,Optimal,-279134.67,-279134.67,0.0,3780
1921,oracle,1035,0.1,Optimal,-262026.103,-262026.103,0.0,3780
1983,oracle,1035,0.1,Optimal,-245778.928,-245778.928,0.0,3780
2041,oracle,1035,0.1,Optimal,-233554.227,-233554.227,0.0,3780
2104,oracle,1035,0.1,Optimal,-220567.25,-220567.25,0.0,3780
2161,oracle,1035,0.1,Optimal,-208678.635,-208678.635,0.0,3780
2222,oracle,1035,0.1,Optimal,-195809.025,-195809.025,0.0,3780
2281,oracle,1035,0.09,Optimal,-183602.968,-183602.968,0.0,3780
2341,oracle,1035,0.09,Optimal,-171079.208,-171079.208,0.0,3780
2400,oracle,1035,0.11,Optimal,-158749.491,-158749.491,0.0,3780
2460,oracle,1035,0.1,Optimal,-146179.805,-146179.805,0.0,3780
2520,oracle,1035,0.1,Optimal,-133611.798,-133611.798,0.0,3780
2580,oracle,1035,0.1,Optimal,-121056.3026,-121056.3026,0.0,3780
2641,oracle,1035,0.1,Optimal,-108369.9671,-108369.9671,0.0,3780
2701,oracle,1035,0.11,Optimal,-95958.309,-95958.309,0.0,3780
2765,oracle,1035,0.1,Optimal,-84408.6665,-84408.3133,0.0,3780
2822,oracle,1035,0.1,Optimal,-75543.1913,-75542.7516,0.0,3780
2884,oracle,1035,0.1,Optimal,-66733.9465,-66733.1566,0.0,3780
2942,oracle,1035,0.1,Optimal,-60782.5727,-60781.844,0.0,3780
3001,oracle,1035,0.12,Optimal,-54730.2491,-54728.9862,0.0,3780
3062,oracle,1035,0.12,Optimal,-48331.8226,-48330.4418,0.0,3780
3123,oracle,1035,0.13,Optimal,-41977.5287,-41976.9183,0.0,3780
3180,oracle,1035,0.11,Optimal,-35993.3713,-35993.2226,0.0,3780
3240,oracle,1035,0.12,Optimal,-29539.4528,-29539.4521,0.0,3780
3301,oracle,1035,0.13,Optimal,-23199.9888,-23199.0093,0.0,3780
3361,oracle,1035,0.12,Optimal,-16869.037,-16869.028,0.0,3780
3421,oracle,1035,0.12,Optimal,-10675.8727,-10675.8606,0.0,3780
3480,oracle,1035,0.13,Optimal,-7565.4057,-7562.9664,0.0003,3780
3540,oracle,1035,0.13,Optimal,-4472.3411,-4471.3647,0.0002,3780
3601,oracle,1035,0.12,Optimal,-1339.0669,-1338.0922,0.0007,3780
3660,oracle,1035,0.59,Optimal,-32.0664,-32.0655,0.0,3780
3720,oracle,1035,0.13,Optimal,-33.195,-33.1925,0.0001,3780
3780,oracle,1035,0.66,Optimal,-33.4609,-33.46,0.0,3780
3840,oracle,1035,0.13,Optimal,-33.3148,-33.314,0.0,3780
3901,oracle,1035,0.12,Optimal,-32.9445,-32.941,0.0001,3780
3960,oracle,1035,0.13,Optimal,-33.2832,-33.2815,0.0001,3780
4020,oracle,1035,0.12,Optimal,-33.1381,-33.1355,0.0001,3780
4081,oracle,1035,0.12,Optimal,-33.065,-33.0625,0.0001,3780
4140,oracle,1035,0.12,Optimal,-33.1056,-33.103,0.0001,3780
4200,oracle,1035,0.21,Optimal,-34.903,-34.903,0.0,3780
4260,oracle,1035,0.12,Optimal,-34.7623,-34.757,0.0002,3780
4321,oracle,1035,0.12,Optimal,-35.6992,-35.6975,0.0,3780
4380,oracle,1035,0.12,Optimal,-35.3676,-35.365,0.0001,3780
4441,oracle,1035,0.12,Optimal,-38.4812,-38.4785,0.0001,3780
4505,oracle,1035,0.12,Optimal,-38.0352,-38.0325,0.0001,3780
4561,oracle,1035,0.12,Optimal,-38.5612,-38.5595,0.0,3780
4620,oracle,1035,0.12,Optimal,-39.5035,-39.5,0.0001,3780
4680,oracle,1035,0.21,Optimal,-39.5405,-39.5405,0.0,3780
4742,oracle,1035,0.12,Optimal,-39.6989,-39.6945,0.0001,3780
4800,oracle,1035,0.12,Optimal,-39.3637,-39.362,0.0,3780
4864,oracle,1035,0.12,Optimal,-39.7799,-39.7755,0.0001,3780
4921,oracle,1035,0.12,Optimal,-39.8935,-39.889,0.0001,3780
4982,oracle,1035,0.12,Optimal,-40.0069,-40.0025,0.0001,3780
5048,oracle,1035,0.12,Optimal,-40.1212,-40.116,0.0001,3780
5100,oracle,1035,0.13,Optimal,-41.3601,-41.3565,0.0001,3780
5161,oracle,1035,0.13,Optimal,-42.4879,-42.4835,0.0001,3780
5220,oracle,1035,0.21,Optimal,-42.597,-42.597,0.0,3780
5284,oracle,1035,0.38,Optimal,-43.6105,-43.6105,0.0,3780
5341,oracle,1035,0.12,Optimal,-44.4394,-44.4375,0.0,3780
5402,oracle,1035,0.14,Optimal,-44.7799,-44.778,0.0,3780
5461,oracle,1035,0.12,Optimal,-44.148,-44.1455,0.0001,3780
5521,oracle,1035,0.12,Optimal,-44.0022,-43.9995,0.0001,3780
5581,oracle,1035,0.13,Optimal,-44.5301,-44.5265,0.0001,3780
5642,oracle,1035,0.12,Optimal,-45.1292,-45.1265,0.0001,3780
5701,oracle,1035,0.12,Optimal,-45.1679,-45.167,0.0,3780
5760,oracle,1035,0.12,Optimal,-46.7093,-46.7075,0.0,3780
5820,oracle,1035,0.12,Optimal,-47.7615,-47.7615,0.0,3780
5881,oracle,1035,0.12,Optimal,-48.7759,-48.775,0.0,3780
5943,oracle,1035,0.13,Optimal,-134364.2285,-134364.2268,0.0,3780
6000,oracle,1035,0.12,Optimal,-131400.4608,-131399.9738,0.0,3780
6064,oracle,1035,0.12,Optimal,-128072.3251,-128072.3217,0.0,3780
