t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
10,oracle,2070,0.16,Optimal,-518284.0,-518284.0,0.0,7452
60,oracle,2070,0.16,Optimal,-507886.4,-507886.4,0.0,7452
125,oracle,2070,0.16,Optimal,-494368.8,-494368.8,0.0,7452
181,oracle,2070,0.16,Optimal,-482722.6,-482722.6,0.0,7452
241,oracle,2070,0.16,Optimal,-470245.6,-470245.6,0.0,7452
300,oracle,2070,0.16,Optimal,-457974.8,-457974.8,0.0,7452
362,oracle,2070,0.16,Optimal,-445081.2,-445081.2,0.0,7452
421,oracle,2070,0.16,Optimal,-432811.0,-432811.0,0.0,7452
483,oracle,2070,0.16,Optimal,-419917.1,-419917.1,0.0,7452
541,oracle,2070,0.16,Optimal,-407854.6,-407854.6,0.0,7452
601,oracle,2070,0.16,Optimal,-395375.5,-395375.5,0.0,7452
661,oracle,2070,0.16,Optimal,-382897.3,-382897.3,0.0,7452
720,oracle,2070,0.16,Optimal,-370628.0,-370628.0,0.0,7452
784,oracle,2070,0.16,Optimal,-357316.9,-357316.9,0.0,7452
840,oracle,2070,0.16,Optimal,-345670.4,-345670.4,0.0,7452
900,oracle,2070,0.16,Optimal,-333191.6,-333191.6,0.0,7452
962,oracle,2070,0.16,Optimal,-320296.5,-320296.5,0.0,7452
1020,oracle,2070,0.16,Optimal,-308234.3,-308234.3,0.0,7452
1080,oracle,2070,0.17,Optimal,-295756.7,-295756.7,0.0,7452
1141,oracle,2070,0.16,Optimal,-283070.8,-283070.8,0.0,7452
1200,oracle,2070,0.16,Optimal,-270799.7,-270799.7,0.0,7452
1260,oracle,2070,0.16,Optimal,-258320.925,-258320.925,0.0,7452
1320,oracle,2070,0.16,Optimal,-245779.868,-245779.868,0.0,7452
1380,oracle,2070,0.16,Optimal,-233432.768,-233432.768,0.0,7452
1446,oracle,2070,0.16,Optimal,-214323.166,-214323.166,0.0,7452
1504,oracle,2070,0.16,Optimal,-190080.2103,-190080.2103,0.0,7452
1560,oracle,2070,0.16,Optimal,-166480.5044,-166480.5044,0.0,7452
1622,oracle,2070,0.16,Optimal,-140648.0773,-140648.0773,0.0,7452
1680,oracle,2070,0.17,Optimal,-117305.0374,-117304.6353,0.0,7452
1743,oracle,2070,0.17,Optimal,-101069.1995,-101068.754,0.0,7452
1800,oracle,2070,0.17,Optimal,-88172.7384,-88172.3439,0.0,7452
1864,oracle,2070,0.17,Optimal,-74258.1508,-74256.9186,0.0,7452
1923,oracle,2070,0.18,Optimal,-63844.3854,-63843.3372,0.0,7452
1987,oracle,2070,0.18,Optimal,-54158.5343,-54157.8289,0.0,7452
2040,oracle,2070,0.18,Optimal,-48650.8313,-48649.7768,0.0,7452
2102,oracle,2070,0.19,Optimal,-42408.491,-42407.4728,0.0,7452
2160,oracle,2070,0.19,Optimal,-36473.8872,-36473.1486,0.0,7452
2223,oracle,2070,0.19,Optimal,-29752.9793,-29751.8965,0.0,7452
2280,oracle,2070,0.19,Optimal,-23896.4839,-23896.1696,0.0,7452
2342,oracle,2070,0.2,Optimal,-17314.6445,-17313.9965,0.0,7452
2400,oracle,2070,0.19,Optimal,-11126.4833,-11126.3838,0.0,7452
2461,oracle,2070,0.2,Optimal,-7617.2709,-7617.2692,0.0,7452
2520,oracle,2070,0.22,Optimal,-4507.1871,-4507.1861,0.0,7452
2580,oracle,2070,0.24,Optimal,-1366.4517,-1365.9647,0.0004,7452
2640,oracle,2070,1.95,Optimal,46.5333,46.5349,0.0,7452
2701,oracle,2070,1.76,Optimal,45.7171,45.7189,0.0,7452
2763,oracle,2070,0.25,Optimal,45.4884,45.4919,0.0001,7452
2821,oracle,2070,1.75,Optimal,43.8766,43.8784,0.0,7452
2882,oracle,2070,0.25,Optimal,43.9083,43.9109,0.0001,7452
2942,oracle,2070,0.24,Optimal,43.6822,43.6839,0.0,7452
3001,oracle,2070,0.27,Optimal,42.5536,42.5569,0.0001,7452
3061,oracle,2070,0.26,Optimal,41.5381,41.5434,0.0001,7452
3120,oracle,2070,0.25,Optimal,41.9101,41.9164,0.0001,7452
3183,oracle,2070,0.26,Optimal,42.0561,42.0624,0.0001,7452
3240,oracle,2070,0.52,Optimal,40.8219,40.8219,0.0,7452
3301,oracle,2070,0.51,Optimal,40.8219,40.8219,0.0,7452
3362,oracle,2070,0.7,Optimal,39.3949,39.3949,0.0,7452
3422,oracle,2070,0.31,Optimal,39.6509,39.6544,0.0001,7452
3481,oracle,2070,0.24,Optimal,39.0095,39.0139,0.0001,7452
3541,oracle,2070,0.59,Optimal,38.6004,38.6004,0.0,7452
3600,oracle,2070,0.27,Optimal,38.2546,38.2599,0.0001,7452
3661,oracle,2070,0.54,Optimal,36.8329,36.8329,0.0,7452
3721,oracle,2070,0.24,Optimal,36.7167,36.7194,0.0001,7452
3781,oracle,2070,0.25,Optimal,35.2493,35.2519,0.0001,7452
3840,oracle,2070,0.29,Optimal,35.0909,35.0979,0.0002,7452
3902,oracle,2070,0.32,Optimal,35.7277,35.7304,0.0001,7452
3960,oracle,2070,0.26,Optimal,35.273,35.2764,0.0001,7452
4023,oracle,2070,0.24,Optimal,35.345,35.3494,0.0001,7452
4080,oracle,2070,0.25,Optimal,35.4912,35.4954,0.0001,7452
4140,oracle,2070,1.64,Optimal,35.4549,35.4549,0.0,7452
4208,oracle,2070,0.25,Optimal,34.137,34.1414,0.0001,7452
4260,oracle,2070,0.26,Optimal,33.4955,33.5009,0.0002,7452
4320,oracle,2070,1.62,Optimal,33.3469,33.3469,0.0,7452
4380,oracle,2070,0.25,Optimal,33.1893,33.1929,0.0001,7452
4440,oracle,2070,0.33,Optimal,31.7607,31.7659,0.0002,7452
4500,oracle,2070,1.64,Optimal,31.4966,31.4984,0.0001,7452
4561,oracle,2070,0.26,Optimal,31.8688,31.8714,0.0001,7452
4620,oracle,2070,1.7,Optimal,30.8164,30.8174,0.0,7452
4682,oracle,2070,0.26,Optimal,31.3338,31.3364,0.0001,7452
4743,oracle,2070,0.26,Optimal,30.9925,30.9959,0.0001,7452
4802,oracle,2070,0.27,Optimal,31.0663,31.0689,0.0001,7452
4860,oracle,2070,0.27,Optimal,30.6526,30.6554,0.0001,7452
4923,oracle,2070,0.24,Optimal,-130291.8278,-130291.8243,0.0,7452
4981,oracle,2070,0.23,Optimal,-127276.7811,-127276.7755,0.0,7452
5040,oracle,2070,0.25,Optimal,-124209.5043,-124209.5005,0.0,7452
5103,oracle,2070,0.23,Optimal,-120933.8318,-120933.8275,0.0,7452
5160,oracle,2070,0.2,Optimal,-243745.5603,-243743.9083,0.0,7452
5220,oracle,2070,0.2,Optimal,-237504.3987,-237503.9063,0.0,7452
5283,oracle,2070,0.19,Optimal,-230953.4753,-230952.1709,0.0,7452
5341,oracle,2070,0.19,Optimal,-224921.3037,-224919.9494,0.0,7452
5401,oracle,2070,0.17,Optimal,-344574.5941,-344574.2623,0.0,7452
5461,oracle,2070,0.17,Optimal,-335218.4551,-335217.8657,0.0,7452
5520,oracle,2070,0.18,Optimal,-326017.9124,-326017.3708,0.0,7452
5585,oracle,2070,0.18,Optimal,-315881.0665,-315880.4043,0.0,7452
5640,oracle,2070,0.16,Optimal,-433913.1492,-433913.1492,0.0,7452
5703,oracle,2070,0.16,Optimal,-420830.2992,-420830.2992,0.0,7452
5761,oracle,2070,0.16,Optimal,-408768.3992,-408768.3992,0.0,7452
5821,oracle,2070,0.16,Optimal,-396290.4992,-396290.4992,0.0,7452
5880,oracle,2070,0.16,Optimal,-384020.8992,-384020.8992,0.0,7452
5940,oracle,2070,0.22,Optimal,-371543.2992,-371543.2992,0.0,7452
6000,oracle,2070,0.16,Optimal,-359064.7992,-359064.7992,0.0,7452
6062,oracle,2070,0.16,Optimal,-346170.2992,-346170.2992,0.0,7452
6121,oracle,2070,0.16,Optimal,-333899.4992,-333899.4992,0.0,7452
6180,oracle,2070,0.16,Optimal,-321629.5992,-321629.5992,0.0,7452
6241,oracle,2070,0.16,Optimal,-308944.8992,-308944.8992,0.0,7452
6300,oracle,2070,0.16,Optimal,-296674.0992,-296674.0992,0.0,7452
6363,oracle,2070,0.16,Optimal,-283571.5992,-283571.5992,0.0,7452
6421,oracle,2070,0.16,Optimal,-271508.4992,-271508.4992,0.0,7452
6481,oracle,2070,0.16,Optimal,-259030.5992,-259030.5992,0.0,7452
6540,oracle,2070,0.16,Optimal,-246760.6992,-246760.6992,0.0,7452
6602,oracle,2070,0.16,Optimal,-233866.4992,-233866.4992,0.0,7452
6661,oracle,2070,0.16,Optimal,-221597.1992,-221597.1992,0.0,7452
6720,oracle,2070,0.16,Optimal,-209326.3992,-209326.3992,0.0,7452
6780,oracle,2070,0.16,Optimal,-196846.9992,-196846.9992,0.0,7452
6842,oracle,2070,0.16,Optimal,-183953.3992,-183953.3992,0.0,7452
6900,oracle,2070,0.16,Optimal,-171890.8992,-171890.8992,0.0,7452
6961,oracle,2070,0.16,Optimal,-159247.3832,-159247.3832,0.0,7452
7020,oracle,2070,0.17,Optimal,-147005.4992,-147005.4992,0.0,7452
7083,oracle,2070,0.16,Optimal,-133955.0082,-133955.0082,0.0,7452
7143,oracle,2070,0.16,Optimal,-121459.0372,-121459.0372,0.0,7452
7200,oracle,2070,0.16,Optimal,-109618.0412,-109618.0412,0.0,7452
7267,oracle,2070,0.17,Optimal,-95662.0548,-95662.0548,0.0,7452
7322,oracle,2070,0.17,Optimal,-84304.9642,-84304.9642,0.0,7452
7382,oracle,2070,0.17,Optimal,-71640.5977,-71640.5977,0.0,7452
7440,oracle,2070,0.17,Optimal,-60058.398,-60058.1294,0.0,7452
7501,oracle,2070,0.17,Optimal,-50470.6584,-50470.5895,0.0,7452
7560,oracle,2070,0.17,Optimal,-41128.5582,-41128.2931,0.0,7452
7624,oracle,2070,0.18,Optimal,-33621.3333,-33620.555,0.0,7452
7680,oracle,2070,0.18,Optimal,-27775.7787,-27775.3976,0.0,7452
7740,oracle,2070,0.18,Optimal,-21395.7743,-21394.7438,0.0,7452
7800,oracle,2070,0.18,Optimal,-15109.2165,-15108.5522,0.0,7452
7860,oracle,2070,0.19,Optimal,-11147.8032,-11146.078,0.0002,7452
7924,oracle,2070,0.2,Optimal,-7821.8501,-7821.3616,0.0001,7452
7982,oracle,2070,0.21,Optimal,-4806.5204,-4806.0261,0.0001,7452
8040,oracle,2070,0.22,Optimal,-1693.2961,-1693.2948,0.0,7452
8100,oracle,2070,0.23,Optimal,-24.7418,-24.7394,0.0001,7452
8160,oracle,2070,0.24,Optimal,-25.0743,-25.0717,0.0001,7452
8225,oracle,2070,0.25,Optimal,-24.9602,-24.9575,0.0001,7452
8280,oracle,2070,0.25,Optimal,-25.7872,-25.7845,0.0001,7452
8343,oracle,2070,0.25,Optimal,-25.5266,-25.525,0.0001,7452
8400,oracle,2070,0.26,Optimal,-26.3546,-26.352,0.0001,7452
8460,oracle,2070,0.25,Optimal,-27.7102,-27.706,0.0002,7452
8523,oracle,2070,0.24,Optimal,-27.6373,-27.633,0.0002,7452
8580,oracle,2070,0.32,Optimal,-27.3799,-27.3735,0.0002,7452
8641,oracle,2070,0.56,Optimal,-27.714,-27.714,0.0,7452
8700,oracle,2070,0.24,Optimal,-28.8472,-28.841,0.0002,7452
8760,oracle,2070,0.24,Optimal,-28.7767,-28.768,0.0003,7452
8823,oracle,2070,0.27,Optimal,-29.5274,-29.522,0.0002,7452
8886,oracle,2070,0.51,Optimal,-29.676,-29.676,0.0,7452
8942,oracle,2070,0.51,Optimal,-30.13,-30.13,0.0,7452
9002,oracle,2070,0.53,Optimal,-30.8435,-30.8435,0.0,7452
9065,oracle,2070,0.53,Optimal,-31.2975,-31.2975,0.0,7452
9124,oracle,2070,0.52,Optimal,-31.5245,-31.5245,0.0,7452
9181,oracle,2070,0.53,Optimal,-30.965,-30.965,0.0,7452
9240,oracle,2070,0.52,Optimal,-30.892,-30.892,0.0,7452
9301,oracle,2070,0.26,Optimal,-29.9659,-29.9595,0.0002,7452
9361,oracle,2070,0.24,Optimal,-31.0188,-31.0135,0.0002,7452
9422,oracle,2070,0.62,Optimal,-30.9405,-30.9405,0.0,7452
9481,oracle,2070,0.5,Optimal,-32.181,-32.181,0.0,7452
9541,oracle,2070,0.55,Optimal,-31.662,-31.662,0.0,7452
9601,oracle,2070,0.5,Optimal,-32.3755,-32.3755,0.0,7452
9662,oracle,2070,0.78,Optimal,-32.9755,-32.9755,0.0,7452
9720,oracle,2070,0.66,Optimal,-33.243,-33.243,0.0,7452
9782,oracle,2070,0.56,Optimal,-32.9105,-32.9105,0.0,7452
9845,oracle,2070,0.55,Optimal,-32.278,-32.278,0.0,7452
9900,oracle,2070,1.08,Optimal,-32.059,-32.059,0.0,7452
9961,oracle,2070,0.27,Optimal,-31.9209,-31.913,0.0002,7452
10020,oracle,2070,0.94,Optimal,-32.6265,-32.6265,0.0,7452
10080,oracle,2070,0.54,Optimal,-33.4535,-33.4535,0.0,7452
10140,oracle,2070,1.62,Optimal,-33.6805,-33.6805,0.0,7452
10200,oracle,2070,1.68,Optimal,-33.121,-33.121,0.0,7452
10260,oracle,2070,0.25,Optimal,-34.4389,-34.4345,0.0001,7452
10321,oracle,2070,1.73,Optimal,-33.9165,-33.9155,0.0,7452
10381,oracle,2070,0.24,Optimal,-33.2857,-33.283,0.0001,7452
10440,oracle,2070,0.27,Optimal,-34.8684,-34.864,0.0001,7452
10505,oracle,2070,0.94,Optimal,-34.718,-34.718,0.0,7452
10560,oracle,2070,0.24,Optimal,-34.7602,-34.7585,0.0,7452
10620,oracle,2070,0.25,Optimal,-121272.0895,-121271.5979,0.0,7452
10682,oracle,2070,0.26,Optimal,-118076.7408,-118076.7342,0.0,7452
10742,oracle,2070,0.23,Optimal,-114956.7902,-114956.7867,0.0,7452
10800,oracle,2070,0.24,Optimal,-111941.7054,-111941.6997,0.0,7452
10863,oracle,2070,0.2,Optimal,-227861.6717,-227861.6702,0.0,7452
10921,oracle,2070,0.2,Optimal,-221830.0409,-221830.0395,0.0,7452
10982,oracle,2070,0.2,Optimal,-215486.8674,-215486.4821,0.0,7452
11041,oracle,2070,0.19,Optimal,-209350.9626,-209350.9621,0.0,7452
11100,oracle,2070,0.18,Optimal,-322288.6278,-322288.1024,0.0,7452
11162,oracle,2070,0.18,Optimal,-312619.6867,-312619.1946,0.0,7452
11221,oracle,2070,0.17,Optimal,-303418.1374,-303417.8509,0.0,7452
11280,oracle,2070,0.19,Optimal,-294217.4452,-294216.9914,0.0,7452
11340,oracle,2070,0.16,Optimal,-404357.9102,-404357.9102,0.0,7452
11401,oracle,2070,0.16,Optimal,-391671.7102,-391671.7102,0.0,7452
11462,oracle,2070,0.16,Optimal,-378986.1102,-378986.1102,0.0,7452
11523,oracle,2070,0.16,Optimal,-366299.3102,-366299.3102,0.0,7452
11580,oracle,2070,0.16,Optimal,-354444.5102,-354444.5102,0.0,7452
11642,oracle,2070,0.16,Optimal,-341550.3102,-341550.3102,0.0,7452
