t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
0,realtime,2070,0.17,Optimal,-520364.0,-520364.0,0.0,7452
61,realtime,2070,0.17,Optimal,-507678.7,-507678.7,0.0,7452
120,realtime,2070,0.17,Optimal,-495408.5,-495408.5,0.0,7452
180,realtime,2070,0.17,Optimal,-482932.1,-482932.1,0.0,7452
240,realtime,2070,0.17,Optimal,-470453.9,-470453.9,0.0,7452
304,realtime,2070,0.17,Optimal,-457144.9,-457144.9,0.0,7452
360,realtime,2070,0.17,Optimal,-445498.1,-445498.1,0.0,7452
421,realtime,2070,0.17,Optimal,-432811.9,-432811.9,0.0,7452
480,realtime,2070,0.17,Optimal,-420541.1,-420541.1,0.0,7452
549,realtime,2070,0.17,Optimal,-406190.6,-406190.6,0.0,7452
600,realtime,2070,0.17,Optimal,-395583.8,-395583.8,0.0,7452
661,realtime,2070,0.17,Optimal,-382898.5,-382898.5,0.0,7452
721,realtime,2070,0.17,Optimal,-370420.3,-370420.3,0.0,7452
781,realtime,2070,0.17,Optimal,-357941.8,-357941.8,0.0,7452
842,realtime,2070,0.18,Optimal,-345255.9,-345255.9,0.0,7452
901,realtime,2070,0.18,Optimal,-332985.4,-332985.4,0.0,7452
960,realtime,2070,0.18,Optimal,-320714.3,-320714.3,0.0,7452
1020,realtime,2070,0.18,Optimal,-308235.8,-308235.8,0.0,7452
1080,realtime,2070,0.18,Optimal,-295759.1,-295759.1,0.0,7452
1141,realtime,2070,0.18,Optimal,-283072.9,-283072.9,0.0,7452
1202,realtime,2070,0.18,Optimal,-270387.068,-270387.068,0.0,7452
1261,realtime,2070,0.18,Optimal,-258100.729,-258100.729,0.0,7452
1322,realtime,2070,0.18,Optimal,-245345.418,-245345.418,0.0,7452
1380,realtime,2070,0.18,Optimal,-233311.472,-233311.472,0.0,7452
1440,realtime,2070,0.18,Optimal,-216815.281,-216815.281,0.0,7452
1502,realtime,2070,0.17,Optimal,-190869.7528,-190869.7528,0.0,7452
1560,realtime,2070,0.18,Optimal,-166701.746,-166701.746,0.0,7452
1621,realtime,2070,0.17,Optimal,-141389.8353,-141389.8353,0.0,7452
1680,realtime,2070,0.19,Optimal,-117482.0988,-117481.8636,0.0,7452
1742,realtime,2070,0.19,Optimal,-101563.2935,-101562.8484,0.0,7452
1802,realtime,2070,0.19,Optimal,-87996.7698,-87996.0919,0.0,7452
1864,realtime,2070,0.19,Optimal,-74424.3446,-74423.8595,0.0,7452
1920,realtime,2070,0.2,Optimal,-64667.4603,-64666.7879,0.0,7452
1981,realtime,2070,0.19,Optimal,-55043.0819,-55042.4799,0.0,7452
2044,realtime,2070,0.2,Optimal,-48588.9975,-48588.1837,0.0,7452
2110,realtime,2070,0.2,Optimal,-41870.1144,-41869.1679,0.0,7452
2160,realtime,2070,0.21,Optimal,-36691.6326,-36689.7309,0.0001,7452
2223,realtime,2070,0.21,Optimal,-29940.0012,-29939.1532,0.0,7452
2280,realtime,2070,0.21,Optimal,-24121.3665,-24120.5896,0.0,7452
2341,realtime,2070,0.21,Optimal,-17684.3788,-17684.1384,0.0,7452
2401,realtime,2070,0.21,Optimal,-11358.5667,-11357.9496,0.0001,7452
2460,realtime,2070,0.22,Optimal,-7789.1317,-7788.8246,0.0,7452
2520,realtime,2070,0.24,Optimal,-4700.361,-4700.3587,0.0,7452
2580,realtime,2070,0.24,Optimal,-1623.6366,-1623.6359,0.0,7452
2640,realtime,2070,0.28,Optimal,43.9947,44.0058,0.0003,7452
2700,realtime,2070,1.9,Optimal,44.4605,44.4623,0.0,7452
2760,realtime,2070,0.28,Optimal,45.0172,45.0218,0.0001,7452
2821,realtime,2070,0.28,Optimal,43.8913,43.8948,0.0001,7452
2884,realtime,2070,0.27,Optimal,44.339,44.3408,0.0,7452
2941,realtime,2070,1.73,Optimal,44.2273,44.2273,0.0,7452
3004,realtime,2070,0.26,Optimal,43.5103,43.5138,0.0001,7452
3061,realtime,2070,0.27,Optimal,42.495,42.5003,0.0001,7452
3120,realtime,2070,0.25,Optimal,42.386,42.3868,0.0,7452
3180,realtime,2070,0.64,Optimal,42.3463,42.3463,0.0,7452
3244,realtime,2070,0.59,Optimal,41.1058,41.1058,0.0,7452
3300,realtime,2070,0.69,Optimal,41.2518,41.2518,0.0,7452
3362,realtime,2070,0.6,Optimal,39.4518,39.4518,0.0,7452
3420,realtime,2070,0.27,Optimal,38.9934,38.9978,0.0001,7452
3482,realtime,2070,0.25,Optimal,39.6248,39.6303,0.0001,7452
3541,realtime,2070,0.6,Optimal,39.2898,39.2898,0.0,7452
3602,realtime,2070,0.36,Optimal,39.0585,39.0628,0.0001,7452
3660,realtime,2070,0.26,Optimal,38.5289,38.5358,0.0002,7452
3720,realtime,2070,0.28,Optimal,36.5765,36.5818,0.0001,7452
3780,realtime,2070,0.25,Optimal,35.8225,35.8278,0.0001,7452
3840,realtime,2070,0.28,Optimal,35.8586,35.8603,0.0,7452
3901,realtime,2070,0.27,Optimal,35.4046,35.4063,0.0,7452
3967,realtime,2070,0.28,Optimal,34.4623,34.4658,0.0001,7452
4023,realtime,2070,0.26,Optimal,33.8228,33.8253,0.0001,7452
4081,realtime,2070,0.25,Optimal,33.4084,33.4118,0.0001,7452
4140,realtime,2070,0.29,Optimal,33.1407,33.1443,0.0001,7452
4200,realtime,2070,0.28,Optimal,32.7995,32.8038,0.0001,7452
4260,realtime,2070,0.27,Optimal,32.4202,32.4228,0.0001,7452
4320,realtime,2070,0.27,Optimal,31.7057,31.7093,0.0001,7452
4380,realtime,2070,1.64,Optimal,31.9688,31.9688,0.0,7452
4443,realtime,2070,0.26,Optimal,31.6968,31.7013,0.0001,7452
4501,realtime,2070,1.67,Optimal,31.9608,31.9608,0.0,7452
4560,realtime,2070,1.75,Optimal,30.4203,30.4203,0.0,7452
4621,realtime,2070,0.27,Optimal,30.2637,30.2663,0.0001,7452
4680,realtime,2070,1.71,Optimal,29.9258,29.9258,0.0,7452
4741,realtime,2070,1.76,Optimal,29.8853,29.8853,0.0,7452
4802,realtime,2070,0.29,Optimal,30.1439,30.1448,0.0,7452
4860,realtime,2070,0.29,Optimal,28.8285,28.8313,0.0001,7452
4922,realtime,2070,0.27,Optimal,-128551.4653,-128551.4618,0.0,7452
4986,realtime,2070,0.25,Optimal,-125280.7209,-125280.7173,0.0,7452
5040,realtime,2070,0.26,Optimal,-122472.583,-122472.5791,0.0,7452
5101,realtime,2070,0.24,Optimal,-119301.0631,-119301.0582,0.0,7452
5163,realtime,2070,0.21,Optimal,-241697.2458,-241695.8964,0.0,7452
5220,realtime,2070,0.22,Optimal,-235768.7399,-235768.1499,0.0,7452
5281,realtime,2070,0.21,Optimal,-229425.2205,-229424.1529,0.0,7452
5342,realtime,2070,0.21,Optimal,-223081.1824,-223080.7202,0.0,7452
5402,realtime,2070,0.18,Optimal,-342803.6523,-342803.0474,0.0,7452
5462,realtime,2070,0.19,Optimal,-333486.3304,-333485.7393,0.0,7452
5520,realtime,2070,0.19,Optimal,-324441.2282,-324440.8534,0.0,7452
5580,realtime,2070,0.19,Optimal,-315084.3006,-315084.0471,0.0,7452
5640,realtime,2070,0.17,Optimal,-432583.5151,-432583.5151,0.0,7452
5702,realtime,2070,0.18,Optimal,-419746.8151,-419746.8151,0.0,7452
5761,realtime,2070,0.17,Optimal,-407475.4151,-407475.4151,0.0,7452
5820,realtime,2070,0.17,Optimal,-395204.3151,-395204.3151,0.0,7452
5880,realtime,2070,0.17,Optimal,-382725.5151,-382725.5151,0.0,7452
5940,realtime,2070,0.17,Optimal,-370246.4151,-370246.4151,0.0,7452
6006,realtime,2070,0.17,Optimal,-356519.6151,-356519.6151,0.0,7452
6060,realtime,2070,0.17,Optimal,-345288.8151,-345288.8151,0.0,7452
6120,realtime,2070,0.17,Optimal,-332811.5151,-332811.5151,0.0,7452
6183,realtime,2070,0.32,Optimal,-319709.9151,-319709.9151,0.0,7452
6241,realtime,2070,0.17,Optimal,-307647.1151,-307647.1151,0.0,7452
6306,realtime,2070,0.17,Optimal,-294129.2151,-294129.2151,0.0,7452
6360,realtime,2070,0.17,Optimal,-282898.4151,-282898.4151,0.0,7452
6423,realtime,2070,0.17,Optimal,-269796.2151,-269796.2151,0.0,7452
6481,realtime,2070,0.17,Optimal,-257733.7151,-257733.7151,0.0,7452
6540,realtime,2070,0.17,Optimal,-245462.9151,-245462.9151,0.0,7452
6600,realtime,2070,0.17,Optimal,-232984.7151,-232984.7151,0.0,7452
6663,realtime,2070,0.17,Optimal,-219881.6151,-219881.6151,0.0,7452
6721,realtime,2070,0.17,Optimal,-207819.4151,-207819.4151,0.0,7452
6780,realtime,2070,0.17,Optimal,-195548.9151,-195548.9151,0.0,7452
6840,realtime,2070,0.17,Optimal,-183069.8151,-183069.8151,0.0,7452
6900,realtime,2070,0.17,Optimal,-170591.3151,-170591.3151,0.0,7452
6960,realtime,2070,0.17,Optimal,-158148.2401,-158148.2401,0.0,7452
7022,realtime,2070,0.19,Optimal,-145248.6281,-145248.6281,0.0,7452
7081,realtime,2070,0.18,Optimal,-133014.5041,-133014.5041,0.0,7452
7141,realtime,2070,0.18,Optimal,-120449.2051,-120449.2051,0.0,7452
7201,realtime,2070,0.18,Optimal,-107854.2193,-107854.2193,0.0,7452
7260,realtime,2070,0.19,Optimal,-95643.9151,-95643.9151,0.0,7452
7323,realtime,2070,0.18,Optimal,-82544.1427,-82544.1427,0.0,7452
7381,realtime,2070,0.18,Optimal,-70540.8152,-70540.8152,0.0,7452
7440,realtime,2070,0.2,Optimal,-60596.2303,-60596.0578,0.0,7452
7504,realtime,2070,0.19,Optimal,-50573.3179,-50573.1968,0.0,7452
7565,realtime,2070,0.19,Optimal,-41018.6235,-41018.511,0.0,7452
7622,realtime,2070,0.19,Optimal,-34307.2897,-34306.9029,0.0,7452
7680,realtime,2070,0.2,Optimal,-28228.1274,-28227.6232,0.0,7452
7743,realtime,2070,0.2,Optimal,-21554.8795,-21554.2031,0.0,7452
7801,realtime,2070,0.2,Optimal,-15493.7512,-15492.7968,0.0001,7452
7863,realtime,2070,0.21,Optimal,-11268.8249,-11268.4149,0.0,7452
7921,realtime,2070,0.21,Optimal,-8186.081,-8185.5153,0.0001,7452
7980,realtime,2070,0.22,Optimal,-5105.0638,-5104.5927,0.0001,7452
8041,realtime,2070,0.23,Optimal,-1891.2104,-1891.2085,0.0,7452
8103,realtime,2070,0.24,Optimal,-27.2419,-27.2405,0.0,7452
8161,realtime,2070,0.27,Optimal,-28.4871,-28.4829,0.0001,7452
8220,realtime,2070,0.27,Optimal,-28.2997,-28.2979,0.0001,7452
8280,realtime,2070,0.27,Optimal,-28.5681,-28.5654,0.0001,7452
8340,realtime,2070,0.26,Optimal,-29.3221,-29.3194,0.0001,7452
8401,realtime,2070,0.31,Optimal,-29.4781,-29.4734,0.0002,7452
8460,realtime,2070,0.28,Optimal,-30.7165,-30.7139,0.0001,7452
8521,realtime,2070,0.27,Optimal,-31.6569,-31.6544,0.0001,7452
8580,realtime,2070,0.29,Optimal,-31.5119,-31.5084,0.0001,7452
8640,realtime,2070,0.25,Optimal,-32.0426,-32.0354,0.0002,7452
8700,realtime,2070,0.58,Optimal,-32.1894,-32.1894,0.0,7452
8761,realtime,2070,0.68,Optimal,-32.6029,-32.6029,0.0,7452
8823,realtime,2070,0.26,Optimal,-32.7659,-32.7569,0.0003,7452
8880,realtime,2070,0.59,Optimal,-32.4244,-32.4244,0.0,7452
8940,realtime,2070,0.57,Optimal,-33.8514,-33.8514,0.0,7452
9000,realtime,2070,0.55,Optimal,-35.0919,-35.0919,0.0,7452
9060,realtime,2070,0.55,Optimal,-35.5459,-35.5459,0.0,7452
9120,realtime,2070,0.53,Optimal,-35.8864,-35.8864,0.0,7452
9180,realtime,2070,0.24,Optimal,-36.0459,-36.0404,0.0002,7452
9240,realtime,2070,0.53,Optimal,-37.2809,-37.2809,0.0,7452
9304,realtime,2070,0.54,Optimal,-37.6214,-37.6214,0.0,7452
9361,realtime,2070,0.67,Optimal,-38.4484,-38.4484,0.0,7452
9420,realtime,2070,0.25,Optimal,-38.3088,-38.3024,0.0002,7452
9480,realtime,2070,0.56,Optimal,-38.0429,-38.0429,0.0,7452
9540,realtime,2070,0.25,Optimal,-38.4638,-38.4564,0.0002,7452
9601,realtime,2070,0.53,Optimal,-37.5239,-37.5239,0.0,7452
9660,realtime,2070,0.52,Optimal,-37.9374,-37.9374,0.0,7452
9720,realtime,2070,0.53,Optimal,-37.9779,-37.9779,0.0,7452
9780,realtime,2070,0.58,Optimal,-38.6184,-38.6184,0.0,7452
9840,realtime,2070,0.64,Optimal,-39.1454,-39.1454,0.0,7452
9904,realtime,2070,0.58,Optimal,-39.4859,-39.4859,0.0,7452
9961,realtime,2070,1.29,Optimal,-39.5994,-39.5994,0.0,7452
10022,realtime,2070,0.29,Optimal,-39.5327,-39.5264,0.0002,7452
10080,realtime,2070,0.7,Optimal,-39.9804,-39.9804,0.0,7452
10142,realtime,2070,0.84,Optimal,-40.8074,-40.8074,0.0,7452
10201,realtime,2070,0.74,Optimal,-40.3614,-40.3614,0.0,7452
10260,realtime,2070,0.74,Optimal,-40.6289,-40.6289,0.0,7452
10320,realtime,2070,0.7,Optimal,-41.3424,-41.3424,0.0,7452
10380,realtime,2070,0.26,Optimal,-41.0872,-41.0829,0.0001,7452
10440,realtime,2070,1.05,Optimal,-40.7504,-40.7504,0.0,7452
10500,realtime,2070,1.71,Optimal,-41.0909,-41.0909,0.0,7452
10562,realtime,2070,0.26,Optimal,-42.1044,-42.1044,0.0,7452
10621,realtime,2070,0.26,Optimal,-120185.8845,-120185.394,0.0,7452
10680,realtime,2070,0.25,Optimal,-117118.4616,-117118.4582,0.0,7452
10745,realtime,2070,0.26,Optimal,-113738.9286,-113738.9237,0.0,7452
10800,realtime,2070,0.26,Optimal,-110879.1691,-110879.1636,0.0,7452
10861,realtime,2070,0.21,Optimal,-226941.4757,-226941.1203,0.0,7452
10921,realtime,2070,0.26,Optimal,-220701.5697,-220701.4883,0.0,7452
10982,realtime,2070,0.21,Optimal,-214356.7742,-214356.7728,0.0,7452
11041,realtime,2070,0.2,Optimal,-208222.7702,-208222.2989,0.0,7452
11102,realtime,2070,0.19,Optimal,-320985.4469,-320984.9954,0.0,7452
