W,tier,seed,down_pct,min_fill,splits,totQ,service,pkv,n_solves,solve_mean_s,solve_max_s,no_incumbent,run_wall_s
eclipse,realtime,16,1.591,0.1723,1290,2527.2,0.3257,0,285,0.32,1.85,0,181.5
