t,tier,W_s,wall_s,status,incumbent,lp_bound,gap,n_int_vars
10,realtime,5736,0.83,Optimal,-52029.4954,-52029.4933,0.0,20736
60,realtime,5736,0.81,Optimal,-53590.0085,-53590.0064,0.0,20736
125,realtime,5736,0.82,Optimal,-52809.4766,-52809.474,0.0,20736
181,realtime,5736,0.79,Optimal,-53433.7693,-53433.7669,0.0,20736
240,realtime,5736,0.83,Optimal,-53590.5864,-53590.0969,0.0,20736
300,realtime,5736,0.84,Optimal,-53589.7584,-53589.7558,0.0,20736
362,realtime,5736,0.81,Optimal,-53278.0646,-53277.5734,0.0,20736
420,realtime,5736,0.78,Optimal,-53589.4602,-53589.4564,0.0,20736
482,realtime,5736,0.84,Optimal,-53277.4633,-53277.4605,0.0,20736
540,realtime,5736,0.82,Optimal,-53589.464,-53589.4605,0.0,20736
601,realtime,5736,0.8,Optimal,-53433.9974,-53433.9942,0.0,20736
660,realtime,5736,0.79,Optimal,-53590.7478,-53589.773,0.0,20736
721,realtime,5736,0.81,Optimal,-53434.3164,-53433.8257,0.0,20736
783,realtime,5736,0.78,Optimal,-53122.6228,-53121.7667,0.0,20736
847,realtime,5736,0.81,Optimal,-52498.0484,-52497.5264,0.0,20736
903,realtime,5736,0.8,Optimal,-53122.3082,-53121.5186,0.0,20736
961,realtime,5736,0.81,Optimal,-53434.4194,-53433.5231,0.0,20736
1021,realtime,5736,0.79,Optimal,-53434.2102,-53433.8356,0.0,20736
1084,realtime,5736,0.78,Optimal,-52966.5815,-52966.4556,0.0,20736
1144,realtime,5736,0.8,Optimal,-52967.5514,-52966.3938,0.0,20736
1202,realtime,5736,0.74,Optimal,-179919.0028,-179918.1042,0.0,20736
1260,realtime,5736,0.81,Optimal,-177111.6294,-177110.2768,0.0,20736
1320,realtime,5736,0.7,Optimal,-173991.3113,-173990.8221,0.0,20736
1381,realtime,5736,0.73,Optimal,-170716.3435,-170715.8542,0.0,20736
1443,realtime,5736,0.64,Optimal,-289730.5103,-289729.1554,0.0,20736
1501,realtime,5736,0.65,Optimal,-275572.9635,-275571.8709,0.0,20736
1562,realtime,5736,0.63,Optimal,-260684.0558,-260682.5797,0.0,20736
1620,realtime,5736,0.67,Optimal,-246526.0524,-246525.3556,0.0,20736
1680,realtime,5736,0.65,Optimal,-358606.0357,-358604.6115,0.0,20736
1741,realtime,5736,0.64,Optimal,-344923.0667,-344921.8655,0.0,20736
1800,realtime,5736,0.63,Optimal,-331488.0233,-331486.4203,0.0,20736
1869,realtime,5736,0.65,Optimal,-316831.6804,-316830.0069,0.0,20736
1921,realtime,5736,0.63,Optimal,-431244.8211,-431244.1256,0.0,20736
1985,realtime,5736,0.65,Optimal,-418769.0012,-418767.6324,0.0,20736
2043,realtime,5736,0.67,Optimal,-406290.8363,-406290.4327,0.0,20736
2100,realtime,5736,0.64,Optimal,-393814.2392,-393813.6034,0.0,20736
2164,realtime,5736,0.67,Optimal,-381337.8998,-381336.8738,0.0,20736
2221,realtime,5736,0.61,Optimal,-368860.0036,-368859.4456,0.0,20736
2280,realtime,5736,0.63,Optimal,-356382.8095,-356382.7284,0.0,20736
2340,realtime,5736,0.6,Optimal,-343905.8886,-343905.4098,0.0,20736
2400,realtime,5736,0.65,Optimal,-331428.9007,-331428.316,0.0,20736
2461,realtime,5736,0.67,Optimal,-318951.7619,-318951.5159,0.0,20736
2525,realtime,5736,0.67,Optimal,-306474.8598,-306473.8901,0.0,20736
2580,realtime,5736,0.67,Optimal,-293997.4547,-293996.7658,0.0,20736
2643,realtime,5736,0.72,Optimal,-281520.1311,-281519.3701,0.0,20736
2701,realtime,5736,0.67,Optimal,-269041.7842,-269041.3856,0.0,20736
2761,realtime,5736,0.62,Optimal,-256565.2661,-256563.8003,0.0,20736
2820,realtime,5736,0.59,Optimal,-244087.8566,-244086.9002,0.0,20736
2882,realtime,5736,0.67,Optimal,-231611.7155,-231610.5172,0.0,20736
2940,realtime,5736,0.66,Optimal,-219134.6345,-219133.6901,0.0,20736
3001,realtime,5736,0.66,Optimal,-206658.1859,-206657.4548,0.0,20736
3060,realtime,5736,0.7,Optimal,-194181.1414,-194180.5492,0.0,20736
3120,realtime,5736,0.69,Optimal,-181704.013,-181703.597,0.0,20736
3180,realtime,5736,0.62,Optimal,-169226.9449,-169226.2074,0.0,20736
3240,realtime,5736,0.62,Optimal,-156749.8598,-156749.3718,0.0,20736
3306,realtime,5736,0.59,Optimal,-144272.4084,-144271.9161,0.0,20736
3362,realtime,5736,0.6,Optimal,-131795.0123,-131794.7889,0.0,20736
3420,realtime,5736,0.62,Optimal,-119317.8744,-119317.4702,0.0,20736
3480,realtime,5736,0.59,Optimal,-106840.5634,-106840.261,0.0,20736
3540,realtime,5736,0.63,Optimal,-94363.6926,-94363.1636,0.0,20736
3601,realtime,5736,0.61,Optimal,-81886.4431,-81886.4415,0.0,20736
3661,realtime,5736,0.64,Optimal,-70677.4574,-70675.7219,0.0,20736
3720,realtime,5736,0.73,Optimal,-61303.7201,-61302.3393,0.0,20736
3782,realtime,5736,0.68,Optimal,-51937.3714,-51935.91,0.0,20736
3840,realtime,5736,0.6,Optimal,-42574.2159,-42572.3907,0.0,20736
3900,realtime,5736,0.69,Optimal,-34485.0716,-34482.9341,0.0001,20736
3962,realtime,5736,0.58,Optimal,-28231.866,-28229.7137,0.0001,20736
4020,realtime,5736,0.6,Optimal,-21981.2179,-21980.0014,0.0001,20736
4082,realtime,5736,0.69,Optimal,-15732.3651,-15730.0385,0.0001,20736
4140,realtime,5736,0.6,Optimal,-10951.016,-10950.0749,0.0001,20736
4204,realtime,5736,0.6,Optimal,-7814.8796,-7814.1182,0.0001,20736
4261,realtime,5736,0.58,Optimal,-4679.5913,-4678.9616,0.0001,20736
4321,realtime,5736,0.6,Optimal,-1544.0179,-1543.4706,0.0004,20736
4381,realtime,5736,0.62,Optimal,243.0058,243.6964,0.0028,20736
4444,realtime,5736,0.6,Optimal,260.5833,261.251,0.0026,20736
4500,realtime,5736,3.61,Optimal,277.5832,278.019,0.0016,20736
4560,realtime,5736,0.84,Optimal,277.5306,278.5085,0.0035,20736
4620,realtime,5736,0.85,Optimal,277.3113,278.5132,0.0043,20736
4681,realtime,5736,0.87,Optimal,277.0443,278.0225,0.0035,20736
