W,tier,seed,down_pct,min_fill,splits,totQ,service,pkv,n_solves,solve_mean_s,solve_max_s,no_incumbent,run_wall_s
orbit,oracle,10,1.591,0.2773,1199,4017.8,0.5133,0,285,1.11,11.44,0,631.3
